ticker,date,close,rsi14,rsi_dir,macd_hist,sma50,pct_above_sma50,adx14,mfi14,rsi6,signal,primary_count,stop_loss_pct,position_pct,risk,note
AMSC.OL,2025-08-19,1.462,22.03,0.67,0.0424,1.4877,-1.73,57.89,29.81,40.4,BUY,3.0,5.0,5.0,HIGH,
TEL.OL,2025-08-19,165.9,66.26,-0.86,0.3776,158.242,4.84,35.08,69.81,74.34,SELL,2.0,5.0,3.0,HIGH,
NOD.OL,2025-08-19,166.0,70.9,-4.58,3.3706,140.662,18.01,26.16,77.91,76.56,SELL,2.0,3.0,3.0,MODERATE,
STB.OL,2025-08-19,155.9,71.33,-6.76,0.4309,144.562,7.84,36.8,77.8,72.51,SELL,2.0,5.0,3.0,HIGH,
PCIB.OL,2025-08-19,0.362,14.51,-28.01,-0.0654,1.557,-76.75,25.27,4.17,7.76,BUY-watch,1.0,3.0,1.5,MODERATE,
MULTI.OL,2025-08-19,181.5,24.88,-18.19,-2.7373,207.07,-12.35,31.94,12.83,13.87,BUY-watch,1.0,5.0,1.5,HIGH,
IDEX.OL,2025-08-19,2.809,31.41,-7.91,-0.0249,3.4354,-18.23,21.27,10.56,15.84,BUY-watch,1.0,3.0,1.5,MODERATE,
KOG.OL,2025-08-19,284.3,31.74,-10.56,0.7304,337.151,-15.68,35.05,40.75,28.61,BUY-watch,2.0,5.0,3.0,HIGH,
EMGS.OL,2025-08-19,1.56,33.75,-2.55,-0.0422,1.8866,-17.31,27.28,9.74,24.41,BUY-watch,1.0,3.0,1.5,MODERATE,
SOAG.OL,2025-08-19,445.2,65.15,6.58,3.1136,421.013,5.74,21.72,88.36,72.42,SELL-watch,1.0,3.0,1.5,MODERATE,
SUBC.OL,2025-08-19,207.0,66.0,5.47,0.2692,195.362,5.96,15.39,48.93,78.12,SELL-watch,1.0,1.75,1.5,LOW,
CLCO.OL,2025-08-19,79.3,66.21,6.54,0.0807,71.638,10.7,30.68,53.08,74.96,SELL-watch,1.0,5.0,1.5,HIGH,
B2I.OL,2025-08-19,17.24,66.55,12.97,-0.0656,15.2944,12.72,36.9,59.65,71.26,SELL-watch,2.0,5.0,3.0,HIGH,
NAS.OL,2025-08-19,16.6,66.6,3.6,-0.0149,14.8598,11.71,29.42,50.95,80.57,SELL-watch,2.0,3.0,3.0,MODERATE,
ORK.OL,2025-08-19,112.7,67.0,5.07,0.3444,108.938,3.45,21.12,77.34,78.39,SELL-watch,1.0,3.0,1.5,MODERATE,
PLT.OL,2025-08-19,5.15,67.19,4.21,0.0378,4.2476,21.24,29.34,51.35,72.28,SELL-watch,1.0,3.0,1.5,MODERATE,
AKVA.OL,2025-08-19,97.8,67.43,2.4,0.9292,87.288,12.04,18.79,84.08,85.66,SELL-watch,1.0,1.75,1.5,LOW,
BWO.OL,2025-08-19,37.6,69.12,1.43,0.0049,33.899,10.92,35.99,77.33,74.17,SELL-watch,1.0,5.0,1.5,HIGH,
