# oslo-screener report=report_2026-03-06T0706Z.csv data_fetch_started=2026-03-06T07:06:12Z data_fetch_completed=2026-03-06T07:06:57Z generated_at=2026-03-06T07:06:57Z
# columns=ticker,date,close,rsi14,rsi_dir,macd_hist,sma50,pct_above_sma50,adx14,mfi14,rsi6,signal,primary_count,stop_loss_pct,position_pct,risk,note
ticker,date,close,rsi14,rsi_dir,macd_hist,sma50,pct_above_sma50,adx14,mfi14,rsi6,signal,primary_count,stop_loss_pct,position_pct,risk,note
2020.OL,2026-03-05,136.3,49.55,-3.7,0.6595,139.6055,-2.37,25.98,68.25,61.58,NEUTRAL,0.0,3.0,0.0,MODERATE,
STB.OL,2026-03-05,175.6,49.96,1.07,-0.7934,173.39,1.27,22.56,58.67,44.87,NEUTRAL,0.0,3.0,0.0,MODERATE,
VOW.OL,2026-03-05,2.675,51.0,-0.56,-0.0001,2.6471,1.05,13.39,57.48,50.04,NEUTRAL,0.0,1.75,0.0,LOW,
AURG.OL,2026-03-05,263.0,51.24,2.27,0.1983,260.615,0.92,20.84,75.66,47.83,NEUTRAL,0.0,3.0,0.0,MODERATE,
TIETO.OL,2026-03-05,212.0,51.55,2.46,0.1628,213.008,-0.47,11.37,60.16,56.45,NEUTRAL,0.0,1.75,0.0,LOW,
TEL.OL,2026-03-05,170.3,52.23,-7.2,-1.3401,159.708,6.63,37.85,47.29,36.85,NEUTRAL,0.0,5.0,0.0,HIGH,
SUBC.OL,2026-03-05,253.6,52.32,0.61,-2.3277,236.31,7.32,39.59,60.38,43.79,NEUTRAL,0.0,5.0,0.0,HIGH,
REACH.OL,2026-03-05,6.84,52.35,5.99,0.007,6.8108,0.43,15.82,56.32,61.8,NEUTRAL,0.0,1.75,0.0,LOW,
MEDI.OL,2026-03-05,222.0,52.42,1.36,3.0526,231.04,-3.91,20.5,61.85,60.61,NEUTRAL,0.0,3.0,0.0,MODERATE,
ENH.OL,2026-03-05,8.86,52.85,3.67,-0.0812,8.3845,5.67,26.01,11.43,48.81,NEUTRAL,0.0,3.0,0.0,MODERATE,
ORK.OL,2026-03-05,125.2,52.93,-2.38,-0.9429,118.436,5.71,35.95,70.26,36.74,NEUTRAL,0.0,5.0,0.0,HIGH,
DNB.OL,2026-03-05,297.3,53.02,-2.64,-1.04,287.482,3.42,21.72,52.89,46.41,NEUTRAL,0.0,3.0,0.0,MODERATE,
PARB.OL,2026-03-05,84.8,53.06,-1.94,0.3201,85.474,-0.79,12.51,62.48,54.59,NEUTRAL,0.0,1.75,0.0,LOW,
NOD.OL,2026-03-05,143.6,53.09,-1.72,-0.3216,138.034,4.03,11.49,54.14,54.59,NEUTRAL,0.0,1.75,0.0,LOW,
GSF.OL,2026-03-05,74.0,53.25,1.0,0.037,73.273,0.99,16.2,61.52,55.48,NEUTRAL,0.0,1.75,0.0,LOW,
NAPA.OL,2026-03-05,34.7,53.4,-0.89,0.0265,32.187,7.81,15.45,68.24,51.93,NEUTRAL,0.0,1.75,0.0,LOW,
MELG.OL,2026-03-05,198.96,53.65,-0.04,-0.266,196.3728,1.32,15.87,36.28,55.52,NEUTRAL,0.0,1.75,0.0,LOW,
SCATC.OL,2026-03-05,118.9,53.68,1.37,-0.2696,114.754,3.61,22.3,65.57,51.24,NEUTRAL,0.0,3.0,0.0,MODERATE,
SDSD.OL,2026-03-05,1.89,54.56,-3.94,0.0012,1.873,0.91,13.82,62.48,56.22,NEUTRAL,0.0,1.75,0.0,LOW,
IOX.OL,2026-03-05,2.685,54.7,-16.34,0.349,1.2045,122.91,52.08,90.76,49.73,NEUTRAL,0.0,5.0,0.0,HIGH,
INIFY.OL,2026-03-05,4.0,54.83,0.0,0.029,3.7964,5.36,12.87,77.81,60.31,NEUTRAL,0.0,1.75,0.0,LOW,
ODL.OL,2026-03-05,101.0,54.84,-6.61,-0.41,93.523,7.99,52.59,54.96,40.15,NEUTRAL,0.0,5.0,0.0,HIGH,
NHY.OL,2026-03-05,89.42,54.89,-5.51,0.1804,85.0564,5.13,14.3,62.23,53.99,NEUTRAL,0.0,1.75,0.0,LOW,
HAVI.OL,2026-03-05,1.1,55.03,-1.92,0.0005,0.9782,12.45,26.17,66.97,49.42,NEUTRAL,0.0,3.0,0.0,MODERATE,
QEC.OL,2026-03-05,1.916,55.33,2.45,0.0308,2.0095,-4.65,25.3,68.1,73.58,NEUTRAL,0.0,3.0,0.0,MODERATE,
ELK.OL,2026-03-05,30.28,55.67,-3.18,0.1791,29.4548,2.8,16.93,88.95,56.09,NEUTRAL,0.0,1.75,0.0,LOW,
BWO.OL,2026-03-05,51.0,55.7,6.67,-0.3025,47.5651,7.22,34.52,53.74,49.5,NEUTRAL,0.0,5.0,0.0,HIGH,
SKUE.OL,2026-03-05,356.0,55.81,-3.11,0.525,346.164,2.84,13.33,51.71,52.58,NEUTRAL,0.0,1.75,0.0,LOW,
KID.OL,2026-03-05,125.2,55.99,1.56,0.8574,125.596,-0.32,26.84,80.49,67.55,NEUTRAL,0.0,3.0,0.0,MODERATE,
SOGN.OL,2026-03-05,308.85,56.21,-0.1,0.5767,285.425,8.21,42.96,67.92,48.42,NEUTRAL,0.0,5.0,0.0,HIGH,
EPR.OL,2026-03-05,90.7,56.25,0.0,0.3355,90.266,0.48,17.43,71.43,60.89,NEUTRAL,0.0,1.75,0.0,LOW,
BMA.OL,2026-03-05,15.7,56.41,-8.57,0.1345,14.628,7.33,13.65,78.92,49.07,NEUTRAL,0.0,1.75,0.0,LOW,
SBO.OL,2026-03-05,35.7,56.76,11.45,-0.0403,35.098,1.72,18.27,22.46,62.89,NEUTRAL,0.0,1.75,0.0,LOW,
PSE.OL,2026-03-05,5.0,57.5,4.96,0.0112,4.7482,5.3,29.12,49.83,64.18,NEUTRAL,0.0,3.0,0.0,MODERATE,
SPOG.OL,2026-03-05,81.99,57.95,0.13,-0.1297,79.7346,2.83,23.95,71.49,48.63,NEUTRAL,0.0,3.0,0.0,MODERATE,
GOD.OL,2026-03-05,10.85,58.08,0.82,-0.0222,10.0932,7.5,29.82,66.1,53.44,NEUTRAL,0.0,3.0,0.0,MODERATE,
MING.OL,2026-03-05,211.35,58.39,-2.55,-0.0859,201.9856,4.64,30.53,71.3,53.41,NEUTRAL,0.0,5.0,0.0,HIGH,
BWLPG.OL,2026-03-05,168.8,58.49,-11.14,-0.0551,150.016,12.52,50.65,64.76,46.77,NEUTRAL,0.0,5.0,0.0,HIGH,
DNO.OL,2026-03-05,16.31,59.05,0.44,0.0577,15.6099,4.49,10.29,54.6,62.32,NEUTRAL,0.0,1.75,0.0,LOW,
PHO.OL,2026-03-05,69.5,59.38,-3.81,1.4936,68.842,0.96,46.55,65.18,67.6,NEUTRAL,0.0,5.0,0.0,HIGH,
SPOL.OL,2026-03-05,211.65,59.74,-1.77,0.6654,202.3348,4.6,22.6,61.81,59.44,NEUTRAL,0.0,3.0,0.0,MODERATE,
KOG.OL,2026-03-05,388.2,60.28,-6.0,-2.2865,334.93,15.9,41.31,65.26,52.18,NEUTRAL,0.0,5.0,0.0,HIGH,
VVL.OL,2026-03-05,420.0,60.63,2.73,1.1155,400.12,4.97,23.84,69.42,58.41,NEUTRAL,0.0,3.0,0.0,MODERATE,
HSPG.OL,2026-03-05,158.98,60.78,0.0,0.775,152.9052,3.97,22.0,12.92,62.9,NEUTRAL,0.0,3.0,0.0,MODERATE,
SPIR.OL,2026-03-05,8.54,60.91,0.0,-0.0022,8.4876,0.62,44.91,78.23,64.82,NEUTRAL,0.0,5.0,0.0,HIGH,
ROGS.OL,2026-03-05,151.0,61.32,-4.74,0.1353,144.1392,4.76,35.64,81.59,51.26,NEUTRAL,0.0,5.0,0.0,HIGH,
LSG.OL,2026-03-05,51.05,61.47,4.65,0.0935,48.5776,5.09,15.54,59.04,67.86,NEUTRAL,0.0,1.75,0.0,LOW,
IDEX.OL,2026-03-05,6.6,61.88,3.87,0.0912,5.9482,10.96,23.59,83.69,68.68,NEUTRAL,0.0,3.0,0.0,MODERATE,
WWI.OL,2026-03-05,754.0,62.58,2.43,-3.0905,674.64,11.76,52.03,63.61,50.74,NEUTRAL,0.0,5.0,0.0,HIGH,
AFK.OL,2026-03-05,174.0,62.77,1.53,-0.8557,154.5,12.62,34.63,43.39,60.93,NEUTRAL,0.0,5.0,0.0,HIGH,
NONG.OL,2026-03-05,160.02,62.85,-1.21,0.214,151.5116,5.62,22.42,66.53,62.82,NEUTRAL,0.0,3.0,0.0,MODERATE,
WWIB.OL,2026-03-05,658.0,63.1,3.21,-2.1995,600.98,9.49,40.67,60.81,56.11,NEUTRAL,0.0,5.0,0.0,HIGH,
POL.OL,2026-03-05,58.0,64.1,0.0,0.4024,54.66,6.11,23.28,97.37,72.97,NEUTRAL,0.0,3.0,0.0,MODERATE,
OLT.OL,2026-02-10,335.0,64.2,0.0,-0.2804,334.0,0.3,76.43,66.88,63.39,NEUTRAL,0.0,5.0,0.0,HIGH,
HUNT.OL,2026-03-05,4.675,64.25,-3.7,0.1405,2.6201,78.43,53.24,59.47,56.62,NEUTRAL,0.0,5.0,0.0,HIGH,
AKER.OL,2026-03-05,939.0,64.42,0.79,-0.7117,857.0,9.57,32.83,71.95,62.58,NEUTRAL,0.0,5.0,0.0,HIGH,
MOBA.OL,,,,,,,,,,,,,,,,download_failed_or_insufficient_data
