ticker,date,close,rsi14,rsi_dir,macd_hist,sma50,pct_above_sma50,adx14,mfi14,rsi6,signal,primary_count,stop_loss_pct,position_pct,risk,note
EMGS.OL,2025-11-18,0.26,17.46,2.05,-0.0449,1.0599,-75.47,52.11,19.76,16.21,BUY,2.0,5.0,3.0,HIGH,
WSTEP.OL,2025-11-18,17.8,28.19,5.84,-0.1334,20.668,-13.88,39.94,4.05,33.29,BUY,2.0,5.0,3.0,HIGH,
PLT.OL,2025-11-18,8.12,65.37,-2.68,0.0447,5.9979,35.38,41.64,62.73,62.81,SELL,2.0,5.0,3.0,HIGH,
OLT.OL,2025-11-18,332.0,84.04,-1.25,7.908,276.34,20.14,40.1,87.75,90.25,SELL,2.0,5.0,3.0,HIGH,
BGBIO.OL,2025-11-18,0.502,18.63,-1.23,-0.0433,1.0733,-53.23,38.33,17.51,11.28,BUY-watch,1.0,5.0,1.5,HIGH,
HEX.OL,2025-11-18,6.5,21.64,-0.62,-0.0499,10.4462,-37.78,57.87,22.74,20.06,BUY-watch,1.0,5.0,1.5,HIGH,
TEL.OL,2025-11-18,143.0,22.06,-1.57,-0.6879,158.1295,-9.57,35.28,11.23,13.04,BUY-watch,1.0,5.0,1.5,HIGH,
AUSS.OL,2025-11-18,85.4,24.69,-2.5,-0.76,94.818,-9.93,41.36,32.39,14.02,BUY-watch,1.0,5.0,1.5,HIGH,
VENDB.OL,2025-11-18,291.4,25.19,-4.06,-3.1943,337.06,-13.55,27.65,28.92,16.02,BUY-watch,1.0,3.0,1.5,MODERATE,
NOD.OL,2025-11-18,128.2,27.5,-5.53,-1.2078,153.894,-16.7,30.13,18.18,19.23,BUY-watch,1.0,5.0,1.5,HIGH,
MULTI.OL,2025-11-18,157.5,28.01,-2.8,-0.598,171.75,-8.3,28.37,62.44,21.66,BUY-watch,1.0,3.0,1.5,MODERATE,
LSG.OL,2025-11-18,44.88,28.82,-1.84,-0.2177,49.3156,-8.99,35.96,25.12,19.42,BUY-watch,1.0,5.0,1.5,HIGH,
EPR.OL,2025-11-18,84.1,29.95,-4.16,-0.1158,96.264,-12.64,30.73,19.91,26.35,BUY-watch,1.0,5.0,1.5,HIGH,
NRC.OL,2025-11-18,6.65,30.18,-4.33,-0.0465,8.1752,-18.66,39.73,21.82,20.75,BUY-watch,1.0,5.0,1.5,HIGH,
KOG.OL,2025-11-18,242.75,31.5,-3.02,-0.1142,290.8541,-16.54,43.22,33.01,32.11,BUY-watch,1.0,5.0,1.5,HIGH,
INIFY.OL,2025-11-18,3.6,31.74,-1.48,-0.1994,5.4778,-34.28,27.55,23.79,22.67,BUY-watch,1.0,3.0,1.5,MODERATE,
TOM.OL,2025-11-18,116.2,32.06,-5.64,0.5055,136.828,-15.08,35.0,24.47,25.27,BUY-watch,2.0,5.0,3.0,HIGH,
REACH.OL,2025-11-18,6.3,32.9,-11.17,-0.0072,6.9556,-9.43,23.15,24.24,21.63,BUY-watch,1.0,3.0,1.5,MODERATE,
VOW.OL,2025-11-18,1.478,34.43,-3.73,0.004,1.864,-20.71,17.17,33.63,24.11,BUY-watch,2.0,1.75,3.0,LOW,
BRG.OL,2025-11-18,180.4,34.74,-7.19,-0.2072,192.43,-6.25,18.11,51.14,26.31,BUY-watch,1.0,1.75,1.5,LOW,
NORCO.OL,2025-11-18,44.25,34.87,-4.65,-0.3096,47.474,-6.79,19.02,47.93,27.35,BUY-watch,1.0,1.75,1.5,LOW,
QEC.OL,2025-11-18,2.125,34.89,-7.26,-0.004,2.358,-9.88,11.71,45.29,24.67,BUY-watch,1.0,1.75,1.5,LOW,
HUNT.OL,2025-11-18,1.6,66.1,0.78,0.0116,1.3846,15.56,34.33,66.18,71.98,SELL-watch,1.0,5.0,1.5,HIGH,
ININ.OL,2025-11-18,3.0,67.41,0.0,0.0006,2.437,23.1,41.49,64.02,64.46,SELL-watch,1.0,5.0,1.5,HIGH,
ACR.OL,2025-11-18,6.7,35.27,-5.09,-0.0013,7.3812,-9.23,14.33,36.35,27.46,NEUTRAL,0.0,1.75,0.0,LOW,
ENTRA.OL,2025-11-18,110.0,35.69,-5.89,0.0553,116.2034,-5.34,19.58,38.46,35.29,NEUTRAL,0.0,1.75,0.0,LOW,
PEN.OL,2025-11-18,20.25,35.72,-7.55,-0.0308,22.176,-8.69,14.43,22.29,28.77,NEUTRAL,0.0,1.75,0.0,LOW,
BAKKA.OL,2025-11-18,454.2,36.18,-5.04,-3.9144,477.416,-4.86,20.16,46.37,19.26,NEUTRAL,0.0,3.0,0.0,MODERATE,
PARB.OL,2025-11-18,82.9,36.27,-3.19,-0.0914,88.776,-6.62,23.56,48.64,34.65,NEUTRAL,0.0,3.0,0.0,MODERATE,
SATS.OL,2025-11-18,35.65,36.62,-5.21,-0.0955,38.325,-6.98,18.53,45.27,26.13,NEUTRAL,0.0,1.75,0.0,LOW,
MING.OL,2025-11-18,182.56,37.42,-6.36,-0.426,190.1636,-4.0,30.6,36.45,29.5,NEUTRAL,0.0,5.0,0.0,HIGH,
HYPRO.OL,2025-11-18,2.65,37.44,-6.84,-0.0222,3.2539,-18.56,13.66,22.66,28.68,NEUTRAL,0.0,1.75,0.0,LOW,
ROGS.OL,2025-11-18,135.0,37.64,0.0,-0.2315,139.8544,-3.47,23.28,17.72,28.34,NEUTRAL,0.0,3.0,0.0,MODERATE,
ZAL.OL,2025-11-18,83.8,37.66,-6.3,-1.0254,84.968,-1.37,25.7,11.18,22.0,NEUTRAL,0.0,3.0,0.0,MODERATE,
SOFF.OL,2025-11-18,43.15,38.35,-2.38,0.3135,48.832,-11.64,31.65,57.54,40.24,NEUTRAL,0.0,5.0,0.0,HIGH,
HAUTO.OL,2025-11-18,87.1,38.59,-0.45,0.3293,97.5583,-10.72,33.46,27.56,43.35,NEUTRAL,0.0,5.0,0.0,HIGH,
NAPA.OL,2025-11-18,25.25,38.84,-2.92,-0.6074,27.729,-8.94,26.28,39.8,28.07,NEUTRAL,0.0,3.0,0.0,MODERATE,
KID.OL,2025-11-18,131.0,38.97,-6.44,0.1582,139.9439,-6.39,36.0,48.8,37.27,NEUTRAL,0.0,5.0,0.0,HIGH,
SPOL.OL,2025-11-18,175.5,39.38,-4.96,0.0748,183.5328,-4.38,27.35,38.26,38.28,NEUTRAL,0.0,3.0,0.0,MODERATE,
HSPG.OL,2025-11-18,151.88,39.4,0.0,-0.1099,163.886,-7.33,57.5,0.46,41.99,NEUTRAL,0.0,5.0,0.0,HIGH,
B2I.OL,2025-11-18,16.36,39.48,-6.64,-0.0618,16.9996,-3.76,14.28,38.31,26.94,NEUTRAL,0.0,1.75,0.0,LOW,
SPOG.OL,2025-11-18,70.2,39.71,-4.57,-0.0527,72.548,-3.24,22.03,23.42,34.1,NEUTRAL,0.0,3.0,0.0,MODERATE,
SCATC.OL,2025-11-18,99.75,39.78,-8.76,-0.4651,102.814,-2.98,16.19,56.64,33.99,NEUTRAL,0.0,1.75,0.0,LOW,
PSE.OL,2025-11-18,4.4,39.94,-2.56,-0.0433,4.8026,-8.38,33.54,24.41,26.89,NEUTRAL,0.0,5.0,0.0,HIGH,
MORG.OL,2025-11-18,100.26,40.13,-0.73,0.0345,104.7096,-4.25,11.78,17.63,32.76,NEUTRAL,0.0,1.75,0.0,LOW,
GYL.OL,2025-11-18,412.0,40.16,0.0,0.0847,425.52,-3.18,10.33,,36.33,NEUTRAL,0.0,1.75,0.0,LOW,
