# oslo-screener report=report_2026-01-15T0650Z.csv data_fetch_started=2026-01-15T06:50:33Z data_fetch_completed=2026-01-15T06:50:54Z generated_at=2026-01-15T06:50:54Z
# columns=ticker,date,close,rsi14,rsi_dir,macd_hist,sma50,pct_above_sma50,adx14,mfi14,rsi6,signal,primary_count,stop_loss_pct,position_pct,risk
ticker,date,close,rsi14,rsi_dir,macd_hist,sma50,pct_above_sma50,adx14,mfi14,rsi6,signal,primary_count,stop_loss_pct,position_pct,risk
RING.OL,2026-01-14,416.0,66.0,-4.1,0.2611,394.542,5.44,21.68,48.48,60.0,SELL,2,3.0,3.0,MODERATE
WAWI.OL,2026-01-14,106.1,68.01,-1.57,0.0953,94.157,12.68,37.91,59.87,73.53,SELL,2,5.0,3.0,HIGH
ODF.OL,2026-01-14,138.8,68.24,-4.36,1.3192,126.708,9.54,28.57,65.87,74.07,SELL,2,3.0,3.0,MODERATE
HAUTO.OL,2026-01-14,103.2,69.0,-2.63,0.4573,92.6999,11.33,29.55,57.19,74.26,SELL,2,3.0,3.0,MODERATE
BWO.OL,2026-01-14,45.6,69.04,-2.35,0.0671,39.0946,16.64,40.91,76.95,64.96,SELL,2,5.0,3.0,HIGH
ODFB.OL,2026-01-14,133.6,70.48,-3.23,1.3236,122.656,8.92,26.17,76.77,79.28,SELL,2,3.0,3.0,MODERATE
WWIB.OL,2026-01-14,594.0,76.54,-3.72,4.208,515.27,15.28,32.75,85.64,81.64,SELL,2,5.0,3.0,HIGH
EMGS.OL,2026-01-14,0.176,28.53,-1.98,0.0069,0.3383,-47.98,27.01,11.83,29.46,BUY-watch,2,3.0,3.0,MODERATE
HSPG.OL,2026-01-14,153.02,31.09,0.0,-0.6884,158.146,-3.24,19.87,84.88,11.38,BUY-watch,1,1.75,1.5,LOW
ZAL.OL,2026-01-14,83.0,31.21,-7.9,-0.4926,88.156,-5.85,14.7,42.41,15.83,BUY-watch,1,1.75,1.5,LOW
KID.OL,2026-01-14,127.2,33.78,-4.11,-0.5234,133.0465,-4.39,31.28,17.34,20.8,BUY-watch,1,5.0,1.5,HIGH
SALM.OL,2026-01-14,569.0,33.95,-3.46,-5.2961,589.18,-3.43,25.67,33.42,16.27,BUY-watch,1,3.0,1.5,MODERATE
GJF.OL,2026-01-14,277.8,34.51,-3.73,-2.7965,284.46,-2.34,27.99,33.91,16.36,BUY-watch,1,3.0,1.5,MODERATE
ACR.OL,2026-01-14,7.94,65.29,1.65,0.0183,7.3068,8.67,39.25,77.24,73.01,SELL-watch,1,5.0,1.5,HIGH
VAR.OL,2026-01-14,34.69,65.41,1.92,0.2613,32.4505,6.9,17.71,62.37,74.83,SELL-watch,1,1.75,1.5,LOW
ELK.OL,2026-01-14,30.56,65.5,1.09,-0.0394,28.0268,9.04,33.87,58.06,62.02,SELL-watch,2,5.0,3.0,HIGH
YAR.OL,2026-01-14,422.0,65.72,8.4,-0.8375,385.136,9.57,29.12,60.56,72.64,SELL-watch,2,3.0,3.0,MODERATE
EQNR.OL,2026-01-14,250.0,66.25,3.13,1.6548,236.6569,5.64,20.09,59.44,77.8,SELL-watch,1,3.0,1.5,MODERATE
AKSO.OL,2026-01-14,33.0,66.37,0.57,0.2236,30.7492,7.32,28.29,82.85,76.98,SELL-watch,1,3.0,1.5,MODERATE
AFK.OL,2026-01-14,140.0,66.4,6.82,0.4011,134.32,4.23,12.13,78.63,83.95,SELL-watch,1,1.75,1.5,LOW
AKER.OL,2026-01-14,808.0,66.85,1.37,5.9085,770.4626,4.87,20.42,70.46,77.27,SELL-watch,1,3.0,1.5,MODERATE
BWLPG.OL,2026-01-14,143.9,68.35,1.98,1.6415,129.8241,10.84,14.99,56.64,79.66,SELL-watch,1,1.75,1.5,LOW
HUNT.OL,2026-01-14,2.4,69.27,5.2,0.0308,1.7498,37.16,33.09,51.2,80.09,SELL-watch,1,5.0,1.5,HIGH
SPIR.OL,2026-01-14,8.44,69.95,0.0,-0.0559,7.658,10.21,48.52,65.84,55.09,SELL-watch,2,5.0,3.0,HIGH
FRO.OL,2026-01-14,267.0,70.23,1.12,5.7443,239.7281,11.38,24.4,74.9,85.84,SELL-watch,1,3.0,1.5,MODERATE
SUBC.OL,2026-01-14,221.0,71.42,1.63,1.2777,196.356,12.55,32.31,80.28,79.36,SELL-watch,1,5.0,1.5,HIGH
NHY.OL,2026-01-14,84.36,73.18,3.58,0.2743,74.5672,13.13,37.72,69.1,76.98,SELL-watch,1,5.0,1.5,HIGH
KIT.OL,2026-01-14,78.25,73.4,2.18,0.4739,68.475,14.28,44.11,94.44,77.83,SELL-watch,1,5.0,1.5,HIGH
SCATC.OL,2026-01-14,113.9,73.72,1.76,0.8662,103.337,10.22,34.4,64.61,81.44,SELL-watch,1,5.0,1.5,HIGH
B2I.OL,2026-01-14,19.9,74.11,0.75,0.1682,17.4204,14.23,44.23,73.79,74.97,SELL-watch,1,5.0,1.5,HIGH
KOG.OL,2026-01-14,300.7,74.92,0.62,4.1328,255.006,17.92,32.22,79.3,80.66,SELL-watch,1,5.0,1.5,HIGH
