ticker,date,close,rsi14,rsi_dir,macd_hist,sma50,pct_above_sma50,adx14,mfi14,rsi6,signal,primary_count,stop_loss_pct,position_pct,risk,note
SPOL.OL,2025-08-13,188.66,47.63,0.11,-0.6532,189.312,-0.34,22.15,50.28,44.16,NEUTRAL,0.0,3.0,0.0,MODERATE,
BAKKA.OL,2025-08-13,430.6,47.71,-5.02,3.1485,442.804,-2.76,13.44,34.24,46.34,NEUTRAL,0.0,1.75,0.0,LOW,
MELG.OL,2025-08-13,173.0,47.9,0.32,0.1064,176.1956,-1.81,45.04,53.66,54.29,NEUTRAL,0.0,5.0,0.0,HIGH,
SCATC.OL,2025-08-13,99.5,47.97,-4.19,-0.7948,96.13,3.51,32.22,39.18,35.04,NEUTRAL,0.0,5.0,0.0,HIGH,
NRC.OL,2025-08-13,7.13,48.52,0.24,-0.0999,6.8412,4.22,30.08,34.17,35.79,NEUTRAL,0.0,5.0,0.0,HIGH,
FRO.OL,2025-08-13,191.45,48.97,-1.54,-0.6611,187.2604,2.24,13.99,55.79,36.9,NEUTRAL,0.0,1.75,0.0,LOW,
SOAG.OL,2025-08-13,417.75,49.11,-0.06,0.1848,420.39,-0.63,17.24,41.09,53.27,NEUTRAL,0.0,1.75,0.0,LOW,
GSF.OL,2025-08-13,70.7,49.2,3.53,0.0066,71.24,-0.76,14.42,41.34,54.95,NEUTRAL,0.0,1.75,0.0,LOW,
MORG.OL,2025-08-13,105.5,49.5,-4.45,-0.0184,105.5496,-0.05,14.17,48.16,49.03,NEUTRAL,0.0,1.75,0.0,LOW,
BMA.OL,2025-08-13,18.5,50.17,2.84,-0.0328,18.428,0.39,23.44,61.94,50.68,NEUTRAL,0.0,3.0,0.0,MODERATE,
EPR.OL,2025-08-13,94.5,50.26,-2.47,-0.7506,90.41,4.52,32.04,48.85,33.36,NEUTRAL,0.0,5.0,0.0,HIGH,
GOGL.OL,2025-08-13,85.7,50.54,-1.28,-0.4258,81.99,4.52,21.76,53.69,37.73,NEUTRAL,0.0,3.0,0.0,MODERATE,
ROGS.OL,2025-08-13,145.02,50.75,2.42,-0.0919,144.7172,0.21,12.68,44.08,51.52,NEUTRAL,0.0,1.75,0.0,LOW,
DNO.OL,2025-08-13,14.16,51.8,-3.78,-0.0287,13.7918,2.67,15.49,56.65,47.81,NEUTRAL,0.0,1.75,0.0,LOW,
GENT.OL,2025-08-13,58.0,51.88,3.72,0.2002,59.348,-2.27,13.58,49.45,61.44,NEUTRAL,0.0,1.75,0.0,LOW,
ACR.OL,2025-08-13,8.54,52.0,-3.18,-0.101,7.778,9.8,26.21,43.05,38.8,NEUTRAL,0.0,3.0,0.0,MODERATE,
MEDI.OL,2025-08-13,225.0,52.4,3.5,-1.2252,215.22,4.54,19.66,46.17,51.87,NEUTRAL,0.0,1.75,0.0,LOW,
SBO.OL,2025-08-13,36.75,52.4,-1.95,-0.0347,35.885,2.41,17.29,43.11,45.27,NEUTRAL,0.0,1.75,0.0,LOW,
REACH.OL,2025-08-13,7.9,52.54,1.85,0.0055,7.821,1.01,17.19,66.96,50.81,NEUTRAL,0.0,1.75,0.0,LOW,
TOM.OL,2025-08-13,151.1,52.72,-0.5,1.243,153.972,-1.87,12.57,54.65,63.15,NEUTRAL,0.0,1.75,0.0,LOW,
EIOF.OL,2025-08-13,13.3,52.84,-6.99,0.0049,12.927,2.89,13.3,74.23,43.63,NEUTRAL,0.0,1.75,0.0,LOW,
SEAPT.OL,2025-08-13,0.163,52.92,-2.4,0.0034,0.1521,7.14,24.65,74.01,51.95,NEUTRAL,0.0,3.0,0.0,MODERATE,
AURG.OL,2025-08-13,236.0,53.25,-0.0,-0.055,234.194,0.77,11.72,40.67,55.85,NEUTRAL,0.0,1.75,0.0,LOW,
PHO.OL,2025-08-13,61.7,53.28,1.58,-0.5552,57.254,7.77,35.99,55.55,49.48,NEUTRAL,0.0,5.0,0.0,HIGH,
BOR.OL,2025-08-13,20.0,53.55,-2.15,-0.1429,18.603,7.51,34.52,69.1,47.18,NEUTRAL,0.0,5.0,0.0,HIGH,
SOFF.OL,2025-08-13,50.3,53.92,-9.63,-0.3118,46.148,9.0,41.48,46.0,40.51,NEUTRAL,0.0,5.0,0.0,HIGH,
AKER.OL,2025-08-13,685.0,53.96,-5.63,0.8371,666.16,2.83,28.39,55.72,47.04,NEUTRAL,0.0,3.0,0.0,MODERATE,
ABG.OL,2025-08-13,6.99,54.25,-0.81,-0.0023,6.899,1.32,8.96,28.26,59.43,NEUTRAL,0.0,1.75,0.0,LOW,
SUBC.OL,2025-08-13,199.1,54.6,-1.16,-0.5668,193.78,2.75,15.46,38.51,54.0,NEUTRAL,0.0,1.75,0.0,LOW,
DNB.OL,2025-08-13,267.6,54.66,3.9,1.219,269.916,-0.86,24.47,76.27,68.68,NEUTRAL,0.0,3.0,0.0,MODERATE,
LSG.OL,2025-08-13,48.44,54.71,-6.76,0.0938,46.9576,3.16,18.59,46.4,53.86,NEUTRAL,0.0,1.75,0.0,LOW,
GOD.OL,2025-08-13,9.68,54.77,-3.48,-0.0208,9.2916,4.18,23.37,60.63,48.49,NEUTRAL,0.0,3.0,0.0,MODERATE,
AUSS.OL,2025-08-13,97.8,55.74,-5.41,0.2461,94.952,3.0,21.63,53.31,54.89,NEUTRAL,0.0,3.0,0.0,MODERATE,
QEC.OL,2025-08-13,2.76,55.91,-5.12,0.0175,2.2948,20.27,47.59,63.2,46.12,NEUTRAL,0.0,5.0,0.0,HIGH,
SPIR.OL,2025-08-13,10.7,55.98,1.75,-0.0756,10.0202,6.78,40.59,48.97,57.31,NEUTRAL,0.0,5.0,0.0,HIGH,
JIN.OL,2025-08-13,6.3,56.14,1.89,-0.0188,5.8484,7.72,39.44,66.78,51.32,NEUTRAL,0.0,5.0,0.0,HIGH,
KID.OL,2025-08-13,152.6,56.25,1.59,0.5473,149.744,1.91,16.36,59.2,60.24,NEUTRAL,0.0,1.75,0.0,LOW,
AFK.OL,2025-08-13,138.0,56.43,6.1,-0.0044,133.41,3.44,19.81,74.79,56.6,NEUTRAL,0.0,1.75,0.0,LOW,
ODF.OL,2025-08-13,126.8,56.92,5.32,-0.6656,117.028,8.35,28.13,63.45,55.36,NEUTRAL,0.0,3.0,0.0,MODERATE,
DOFG.OL,2025-08-13,95.0,56.97,-0.2,-0.0477,91.403,3.94,25.94,54.49,54.12,NEUTRAL,0.0,3.0,0.0,MODERATE,
PYRUM.OL,2025-08-12,377.0,56.99,2.35,-0.5919,349.9,7.75,11.97,86.42,59.48,NEUTRAL,0.0,1.75,0.0,LOW,
PARB.OL,2025-08-13,93.3,57.61,0.0,-0.4695,87.13,7.08,37.03,63.14,45.46,NEUTRAL,0.0,5.0,0.0,HIGH,
RING.OL,2025-08-13,385.0,57.68,0.0,0.7596,380.623,1.15,16.99,69.55,63.3,NEUTRAL,0.0,1.75,0.0,LOW,
ELK.OL,2025-08-13,25.6,57.79,-6.63,0.0297,23.8632,7.28,19.11,60.53,58.22,NEUTRAL,0.0,1.75,0.0,LOW,
CLCO.OL,2025-08-13,75.6,57.95,4.59,-0.1612,71.148,6.26,29.03,65.76,56.26,NEUTRAL,0.0,3.0,0.0,MODERATE,
NAS.OL,2025-08-13,16.01,58.12,2.03,-0.1267,14.5978,9.67,28.42,48.26,60.32,NEUTRAL,0.0,3.0,0.0,MODERATE,
SALM.OL,2025-08-13,453.2,58.2,-9.12,4.6291,432.5835,4.77,20.62,60.81,57.93,NEUTRAL,0.0,3.0,0.0,MODERATE,
PSE.OL,2025-08-13,4.2,58.38,6.15,0.0204,3.9254,7.0,20.65,80.79,68.51,NEUTRAL,0.0,3.0,0.0,MODERATE,
ODFB.OL,2025-08-13,125.4,58.75,6.74,-0.4573,114.972,9.07,28.13,57.94,58.94,NEUTRAL,0.0,3.0,0.0,MODERATE,
ZAL.OL,2025-08-13,76.8,58.85,13.62,0.2465,76.56,0.31,25.68,67.19,78.22,NEUTRAL,0.0,3.0,0.0,MODERATE,
SBX.OL,2025-08-12,8.86,60.03,4.04,-0.0807,7.9644,11.25,35.05,57.85,58.12,NEUTRAL,0.0,5.0,0.0,HIGH,
MOWI.OL,2025-08-13,201.8,60.26,-3.98,0.7442,193.422,4.33,18.89,50.86,64.7,NEUTRAL,0.0,1.75,0.0,LOW,
FLNG.OL,2025-08-13,257.0,60.38,-2.03,0.5436,240.245,6.97,13.1,44.17,55.06,NEUTRAL,0.0,1.75,0.0,LOW,
B2I.OL,2025-08-13,16.56,60.65,-3.11,-0.0758,14.9832,10.52,44.0,35.74,52.31,NEUTRAL,0.0,5.0,0.0,HIGH,
KOA.OL,2025-08-13,1.672,61.13,1.7,0.0127,1.5928,4.97,18.93,52.87,73.08,NEUTRAL,0.0,1.75,0.0,LOW,
TEL.OL,2025-08-13,163.4,61.37,5.25,0.0101,157.376,3.83,30.15,45.65,66.3,NEUTRAL,0.0,5.0,0.0,HIGH,
BRG.OL,2025-08-13,204.5,62.57,0.0,0.5075,196.602,4.02,17.37,68.28,75.38,NEUTRAL,0.0,1.75,0.0,LOW,
HSPG.OL,2025-08-13,171.0,62.61,0.13,0.2546,169.8068,0.7,79.01,83.99,83.51,NEUTRAL,0.0,5.0,0.0,HIGH,
BWO.OL,2025-08-13,36.55,62.91,-3.88,0.0726,33.51,9.07,35.97,77.3,56.17,NEUTRAL,0.0,5.0,0.0,HIGH,
VENDB.OL,2025-08-13,388.6,62.93,1.97,-1.6402,356.868,8.89,18.17,42.42,56.26,NEUTRAL,0.0,1.75,0.0,LOW,
ORK.OL,2025-08-13,111.5,63.14,2.28,0.3709,109.168,2.14,16.76,64.87,75.98,NEUTRAL,0.0,1.75,0.0,LOW,
GJF.OL,2025-08-13,282.6,63.26,1.25,-0.0571,266.248,6.14,33.72,49.12,64.12,NEUTRAL,0.0,5.0,0.0,HIGH,
VENDA.OL,2025-08-13,409.8,63.35,1.9,-1.6061,374.434,9.45,26.03,57.61,57.2,NEUTRAL,0.0,3.0,0.0,MODERATE,
BWLPG.OL,2025-08-13,149.0,63.97,-1.49,0.203,130.058,14.56,33.53,55.21,59.88,NEUTRAL,0.0,5.0,0.0,HIGH,
AFG.OL,2025-08-13,162.0,64.63,-1.54,0.327,154.98,4.53,14.96,72.55,70.83,NEUTRAL,0.0,1.75,0.0,LOW,
VEI.OL,2025-08-13,170.0,64.98,0.92,0.0712,162.812,4.41,21.35,52.03,73.84,NEUTRAL,0.0,3.0,0.0,MODERATE,
ENH.OL,,,,,,,,,,,,,,,,download_failed_or_insufficient_data
SWON.OL,,,,,,,,,,,,,,,,download_failed_or_insufficient_data
