ticker,date,close,rsi14,rsi_dir,macd_hist,sma50,pct_above_sma50,adx14,mfi14,rsi6,signal,primary_count,stop_loss_pct,position_pct,risk,note
EMGS.OL,2025-11-20,0.271,18.96,1.55,-0.0212,1.0128,-73.24,55.89,20.4,20.86,BUY,2.0,5.0,3.0,HIGH,
AUSS.OL,2025-11-20,86.3,29.67,2.22,-0.5403,94.472,-8.65,44.73,43.14,27.92,BUY,2.0,5.0,3.0,HIGH,
TEL.OL,2025-11-20,144.0,30.48,10.22,-0.4436,157.2448,-8.42,35.83,18.54,36.52,BUY,2.0,5.0,3.0,HIGH,
MULTI.OL,2025-11-20,158.5,31.62,3.6,-0.3848,170.81,-7.21,27.97,68.4,32.19,BUY,2.0,3.0,3.0,MODERATE,
INIFY.OL,2025-11-20,3.62,32.09,0.35,-0.1926,5.4062,-33.04,32.04,18.07,23.64,BUY,2.0,5.0,3.0,HIGH,
REACH.OL,2025-11-20,6.33,34.19,1.29,-0.0369,6.945,-8.86,22.88,35.08,25.09,BUY,2.0,3.0,3.0,MODERATE,
OLT.OL,2025-11-20,332.0,82.9,-1.39,6.2607,278.54,19.19,44.51,90.01,87.31,SELL,2.0,5.0,3.0,HIGH,
VENDB.OL,2025-11-20,286.4,23.31,-0.9,-3.4189,334.368,-14.35,31.09,16.9,13.44,BUY-watch,1.0,5.0,1.5,HIGH,
BGBIO.OL,2025-11-20,0.54,23.4,-0.08,-0.0306,1.0497,-48.56,41.17,20.72,22.38,BUY-watch,1.0,5.0,1.5,HIGH,
HEX.OL,2025-11-20,6.7,28.44,-1.93,0.0333,10.0686,-33.46,56.17,29.58,35.19,BUY-watch,2.0,5.0,3.0,HIGH,
ENTRA.OL,2025-11-20,109.0,32.71,-2.99,-0.0113,115.6974,-5.79,21.31,48.37,28.35,BUY-watch,1.0,3.0,1.5,MODERATE,
ODL.OL,2025-11-20,83.7,65.52,2.09,0.4763,77.5441,7.94,17.79,59.28,74.73,SELL-watch,1.0,1.75,1.5,LOW,
WWI.OL,2025-11-20,538.0,65.54,4.46,2.2073,511.38,5.21,15.25,69.77,74.18,SELL-watch,1.0,1.75,1.5,LOW,
ODFB.OL,2025-11-20,125.8,65.59,5.13,0.5576,118.164,6.46,22.72,89.78,72.91,SELL-watch,1.0,3.0,1.5,MODERATE,
VEI.OL,2025-11-20,167.0,65.64,3.76,0.7762,159.264,4.86,23.91,67.61,73.56,SELL-watch,1.0,3.0,1.5,MODERATE,
CLCO.OL,2025-11-20,98.6,65.68,1.07,-0.3052,93.332,5.64,11.04,36.81,60.87,SELL-watch,2.0,1.75,3.0,LOW,
PLT.OL,2025-11-20,8.16,65.78,0.31,0.0016,6.1107,33.54,41.3,79.03,64.1,SELL-watch,1.0,5.0,1.5,HIGH,
FRO.OL,2025-11-20,262.5,66.25,2.8,1.247,236.96,10.78,16.43,61.27,74.19,SELL-watch,1.0,1.75,1.5,LOW,
ODF.OL,2025-11-20,129.2,66.34,4.73,0.6643,120.928,6.84,22.56,83.03,73.46,SELL-watch,1.0,3.0,1.5,MODERATE,
HUNT.OL,2025-11-20,1.63,66.35,4.27,0.0107,1.399,16.51,36.49,61.78,71.25,SELL-watch,1.0,5.0,1.5,HIGH,
AFG.OL,2025-11-20,180.6,66.58,4.73,1.4642,166.6369,8.38,18.77,76.4,72.74,SELL-watch,1.0,1.75,1.5,LOW,
WAWI.OL,2025-11-20,90.45,68.2,1.35,1.1733,85.021,6.39,26.65,86.56,81.04,SELL-watch,1.0,3.0,1.5,MODERATE,
LSG.OL,2025-11-20,45.4,35.16,-1.45,-0.1046,49.1112,-7.56,36.27,31.87,36.48,NEUTRAL,0.0,5.0,0.0,HIGH,
PEN.OL,2025-11-20,20.2,35.69,0.79,-0.0741,22.062,-8.44,15.89,14.11,29.44,NEUTRAL,0.0,1.75,0.0,LOW,
KOG.OL,2025-11-20,244.25,36.2,7.48,0.3413,288.2235,-15.26,44.17,33.69,43.49,NEUTRAL,0.0,5.0,0.0,HIGH,
WSTEP.OL,2025-11-20,18.2,36.45,8.99,-0.0469,20.478,-11.12,42.16,10.26,47.48,NEUTRAL,0.0,5.0,0.0,HIGH,
