ticker,date,close,rsi14,rsi_dir,macd_hist,sma50,pct_above_sma50,adx14,mfi14,rsi6,signal,primary_count,stop_loss_pct,position_pct,risk
DNO.OL,2025-10-24,13.06,33.77,0.66,-0.161,14.5243,-10.08,32.49,27.57,36.58,BUY,2,5.0,3.0,HIGH
JIN.OL,2025-10-24,5.68,34.9,3.4,-0.0385,6.1896,-8.23,12.2,38.75,28.3,BUY,2,1.75,3.0,LOW
MOWI.OL,2025-10-24,230.0,69.9,-1.77,0.6296,214.1302,7.41,42.07,72.98,70.63,SELL,2,5.0,3.0,HIGH
HSPG.OL,2025-10-24,161.0,21.81,0.0,-0.891,169.086,-4.78,80.39,17.13,20.3,BUY-watch,1,5.0,1.5,HIGH
WSTEP.OL,2025-10-24,19.8,24.87,-0.89,-0.0519,22.018,-10.07,28.13,9.32,24.6,BUY-watch,1,3.0,1.5,MODERATE
HEX.OL,2025-10-24,9.37,25.39,-0.69,0.0851,13.3424,-29.77,56.52,31.68,26.09,BUY-watch,2,5.0,3.0,HIGH
SOFF.OL,2025-10-24,44.0,27.59,-2.63,-0.5508,52.675,-16.47,37.14,13.41,25.89,BUY-watch,1,5.0,1.5,HIGH
GJF.OL,2025-10-24,266.2,28.02,-16.04,-2.0088,282.812,-5.87,21.69,23.21,11.12,BUY-watch,1,3.0,1.5,MODERATE
VOW.OL,2025-10-24,1.526,28.18,-0.81,-0.0598,1.9454,-21.56,28.16,5.97,17.56,BUY-watch,1,3.0,1.5,MODERATE
WAWI.OL,2025-10-24,77.05,29.79,-0.28,-0.4117,88.4775,-12.92,39.21,17.28,32.87,BUY-watch,1,5.0,1.5,HIGH
PHO.OL,2025-10-24,50.9,29.8,-1.04,-0.2836,58.466,-12.94,32.07,26.16,24.52,BUY-watch,1,5.0,1.5,HIGH
BRG.OL,2025-10-24,185.6,31.08,-3.32,-0.0711,199.692,-7.06,32.66,50.25,22.96,BUY-watch,1,5.0,1.5,HIGH
HAUTO.OL,2025-10-24,93.65,34.37,-0.17,-0.1976,105.1588,-10.94,35.55,27.34,37.23,BUY-watch,1,5.0,1.5,HIGH
