ticker,date,close,rsi14,rsi_dir,macd_hist,sma50,pct_above_sma50,adx14,mfi14,rsi6,signal,primary_count,stop_loss_pct,position_pct,risk
EPR.OL,2025-11-05,84.5,22.92,1.05,-1.9099,98.39,-14.12,27.54,31.32,13.41,BUY,2,3.0,3.0,MODERATE
TEL.OL,2025-11-05,148.8,24.79,0.74,-1.763,161.1681,-7.67,31.63,24.64,12.2,BUY,2,5.0,3.0,HIGH
HSPG.OL,2025-11-05,150.1,28.66,0.21,-0.8475,167.3716,-10.32,71.41,9.71,24.48,BUY,2,5.0,3.0,HIGH
ENTRA.OL,2025-11-05,111.4,30.65,1.17,-0.408,118.0423,-5.63,18.54,31.25,22.45,BUY,2,1.75,3.0,LOW
HAUTO.OL,2025-11-05,87.35,30.84,2.29,-0.2655,103.0731,-15.25,37.07,36.24,27.18,BUY,2,5.0,3.0,HIGH
LSG.OL,2025-11-05,46.76,32.1,2.8,-0.5237,49.7,-5.92,27.16,38.87,20.09,BUY,2,3.0,3.0,MODERATE
PARB.OL,2025-11-05,83.6,32.93,5.75,-0.9304,89.788,-6.89,23.63,49.42,27.8,BUY,2,3.0,3.0,MODERATE
AUSS.OL,2025-11-05,91.9,34.69,4.11,-0.8344,95.482,-3.75,27.38,31.2,23.32,BUY,2,3.0,3.0,MODERATE
WSTEP.OL,2025-11-05,19.3,22.4,-3.27,-0.0094,21.464,-10.08,23.75,22.97,16.28,BUY-watch,1,3.0,1.5,MODERATE
HEX.OL,2025-11-05,8.79,27.99,-1.22,0.0959,12.1322,-27.55,50.31,25.47,25.73,BUY-watch,2,5.0,3.0,HIGH
NOD.OL,2025-11-05,139.0,28.46,-2.81,-2.995,158.102,-12.08,20.38,31.66,12.42,BUY-watch,1,3.0,1.5,MODERATE
KOG.OL,2025-11-05,253.5,30.3,-0.92,-4.3331,300.0149,-15.5,33.95,42.84,26.99,BUY-watch,1,5.0,1.5,HIGH
TOM.OL,2025-11-05,120.3,30.62,-0.57,-0.2286,142.352,-15.49,37.74,35.98,24.74,BUY-watch,1,5.0,1.5,HIGH
MORG.OL,2025-11-05,98.8,34.25,-3.59,-0.494,105.3856,-6.25,16.33,6.93,22.86,BUY-watch,1,1.75,1.5,LOW
REACH.OL,2025-11-05,6.58,34.65,-2.16,-0.0442,7.022,-6.29,28.69,15.6,17.53,BUY-watch,1,3.0,1.5,MODERATE
ININ.OL,2025-11-05,2.81,66.29,0.97,0.0304,2.2728,23.64,38.17,74.51,66.25,SELL-watch,1,5.0,1.5,HIGH
PLT.OL,2025-11-05,7.53,67.39,3.73,0.0842,5.5455,35.79,34.63,62.51,69.73,SELL-watch,1,5.0,1.5,HIGH
CLCO.OL,2025-11-05,98.5,74.68,0.92,-0.3591,88.918,10.78,13.79,58.08,84.42,SELL-watch,2,1.75,3.0,LOW
SUBC.OL,2025-11-05,182.1,35.16,-3.65,-0.2415,193.925,-6.1,20.96,39.39,32.39,NEUTRAL,0,3.0,0.0,MODERATE
