ticker,date,close,rsi14,rsi_dir,macd_hist,sma50,pct_above_sma50,adx14,mfi14,rsi6,signal,primary_count,stop_loss_pct,position_pct,risk
EMGS.OL,2025-12-04,0.258,22.95,0.98,0.0323,0.7925,-67.44,64.19,41.58,30.73,BUY,3,5.0,5.0,HIGH
HSHP.OL,2025-12-04,98.8,74.72,-6.62,1.4601,83.1947,18.76,36.45,85.99,77.85,SELL,2,5.0,3.0,HIGH
HUNT.OL,2025-12-04,1.986,75.57,-0.51,0.0511,1.3318,49.12,52.81,88.87,74.87,SELL,2,5.0,3.0,HIGH
SPIR.OL,2025-12-04,8.42,75.81,-0.63,0.2377,6.972,20.77,36.62,68.55,84.99,SELL,2,5.0,3.0,HIGH
VENDB.OL,2025-12-03,269.6,26.27,-0.4,-1.0774,318.692,-15.4,40.11,27.93,21.14,BUY-watch,1,5.0,1.5,HIGH
HYPRO.OL,2025-12-04,2.03,30.4,-4.25,-0.0434,3.0511,-33.47,11.88,32.66,20.19,BUY-watch,1,1.75,1.5,LOW
2020.OL,2025-12-04,145.0,65.17,0.0,0.288,138.1932,4.93,21.11,70.84,77.28,SELL-watch,1,3.0,1.5,MODERATE
SALM.OL,2025-12-04,608.0,65.39,1.78,3.1635,577.54,5.27,18.76,83.88,78.22,SELL-watch,1,1.75,1.5,LOW
SPOL.OL,2025-12-04,187.26,65.74,0.47,1.2211,182.1452,2.81,22.73,79.98,82.39,SELL-watch,1,3.0,1.5,MODERATE
TIETO.OL,2025-12-04,219.2,65.95,1.32,0.2386,200.954,9.08,32.86,91.26,75.38,SELL-watch,1,5.0,1.5,HIGH
PRS.OL,2025-12-04,3.715,68.39,2.46,0.0621,3.2452,14.48,29.36,79.88,86.01,SELL-watch,1,3.0,1.5,MODERATE
ATEA.OL,2025-12-04,152.6,68.47,3.51,0.4588,144.8451,5.35,21.26,59.54,85.62,SELL-watch,1,3.0,1.5,MODERATE
NAPA.OL,2025-12-04,33.3,69.27,6.44,0.7039,28.349,17.46,19.78,75.04,87.79,SELL-watch,1,1.75,1.5,LOW
PHO.OL,2025-12-04,64.1,69.66,1.7,0.3592,57.442,11.59,36.73,74.36,81.45,SELL-watch,1,5.0,1.5,HIGH
NRC.OL,2025-12-04,8.62,69.94,2.13,0.2387,7.9066,9.02,36.16,79.96,88.89,SELL-watch,1,5.0,1.5,HIGH
WWIB.OL,2025-12-04,520.0,70.32,2.39,2.3381,481.68,7.96,28.78,77.3,83.9,SELL-watch,1,3.0,1.5,MODERATE
MOWI.OL,2025-12-04,235.4,71.48,1.73,1.4701,221.7121,6.17,21.87,73.43,83.59,SELL-watch,1,3.0,1.5,MODERATE
ODL.OL,2025-12-04,88.0,71.64,2.0,0.4991,79.1008,11.25,34.48,72.11,83.81,SELL-watch,1,5.0,1.5,HIGH
GYL.OL,2025-12-04,458.0,73.74,4.29,3.9069,427.04,7.25,26.32,31.39,82.01,SELL-watch,1,3.0,1.5,MODERATE
WWI.OL,2025-12-04,569.0,74.6,3.25,3.6839,516.56,10.15,27.81,91.81,86.82,SELL-watch,1,3.0,1.5,MODERATE
