ticker,date,close,rsi14,rsi_dir,macd_hist,sma50,pct_above_sma50,adx14,mfi14,rsi6,signal,primary_count,stop_loss_pct,position_pct,risk
HEX.OL,2025-10-29,9.61,33.4,1.03,0.1571,12.8994,-25.5,52.72,34.48,43.09,BUY,3,5.0,5.0,HIGH
SUBC.OL,2025-10-29,183.9,34.19,2.66,-0.9518,195.6322,-6.0,24.32,27.35,29.22,BUY,2,3.0,3.0,MODERATE
SOFF.OL,2025-10-29,44.5,34.21,7.18,-0.2089,52.211,-14.77,40.12,19.17,41.43,BUY,2,5.0,3.0,HIGH
ATEA.OL,2025-10-29,153.0,65.3,-8.43,1.1561,144.004,6.25,25.47,81.79,67.92,SELL,2,3.0,3.0,MODERATE
PLT.OL,2025-10-29,7.16,68.84,-6.22,0.2515,5.3945,32.73,36.21,65.47,66.67,SELL,2,5.0,3.0,HIGH
MEDI.OL,2025-10-29,278.0,71.04,-5.83,5.7469,246.72,12.68,24.19,40.04,78.74,SELL,2,3.0,3.0,MODERATE
HSPG.OL,2025-10-29,158.0,16.83,0.0,-0.8924,168.3072,-6.12,83.31,14.46,12.79,BUY-watch,1,5.0,1.5,HIGH
TEL.OL,2025-10-29,153.0,29.37,-20.61,-0.7666,162.3465,-5.76,20.29,51.29,15.01,BUY-watch,1,3.0,1.5,MODERATE
WSTEP.OL,2025-10-29,20.0,30.43,0.0,-0.0137,21.802,-8.27,26.72,13.55,36.09,BUY-watch,1,3.0,1.5,MODERATE
CLCO.OL,2025-10-29,96.3,67.68,1.39,-0.6739,87.206,10.43,19.18,74.58,58.95,SELL-watch,2,1.75,3.0,LOW
ZAL.OL,2025-10-29,93.0,71.3,0.71,0.4202,81.86,13.61,37.24,54.2,72.21,SELL-watch,1,5.0,1.5,HIGH
TIETO.OL,2025-10-29,212.0,73.31,3.01,2.8474,186.4884,13.68,28.8,92.45,78.27,SELL-watch,1,3.0,1.5,MODERATE
ININ.OL,2025-10-29,2.8,73.58,9.82,0.0349,2.1898,27.87,37.21,79.09,86.32,SELL-watch,1,5.0,1.5,HIGH
KIT.OL,2025-10-29,76.2,82.21,0.82,2.0054,60.715,25.5,31.95,89.03,92.0,SELL-watch,1,5.0,1.5,HIGH
