# oslo-screener report=report_2026-03-12T0711Z.csv data_fetch_started=2026-03-12T07:11:30Z data_fetch_completed=2026-03-12T07:11:48Z generated_at=2026-03-12T07:11:48Z
# columns=ticker,date,close,rsi14,rsi_dir,macd_hist,sma50,pct_above_sma50,adx14,mfi14,rsi6,signal,primary_count,stop_loss_pct,position_pct,risk
ticker,date,close,rsi14,rsi_dir,macd_hist,sma50,pct_above_sma50,adx14,mfi14,rsi6,signal,primary_count,stop_loss_pct,position_pct,risk
BRG.OL,2026-03-11,169.8,33.79,0.58,0.0034,184.748,-8.09,29.94,26.71,28.11,BUY,3,3.0,5.0,MODERATE
POL.OL,2026-03-11,59.5,66.94,-3.61,0.4002,55.03,8.12,30.46,96.33,72.49,SELL,2,5.0,3.0,HIGH
HAUTO.OL,2026-03-11,131.7,69.05,-6.93,0.1407,108.9845,20.84,55.07,66.67,56.41,SELL,2,5.0,3.0,HIGH
IDEX.OL,2026-03-11,10.5,75.62,-1.6,0.5645,6.3343,65.77,35.48,81.79,77.87,SELL,2,5.0,3.0,HIGH
GENT.OL,2026-03-11,38.0,29.37,0.0,0.2318,50.584,-24.88,21.58,52.72,29.48,BUY-watch,2,3.0,3.0,MODERATE
ZAL.OL,2026-03-11,72.4,31.57,-1.18,-0.1099,82.524,-12.27,31.23,24.29,26.01,BUY-watch,1,5.0,1.5,HIGH
SPOG.OL,2026-03-11,84.0,66.07,1.25,-0.0139,80.1258,4.84,22.3,65.82,71.06,SELL-watch,2,3.0,3.0,MODERATE
VAR.OL,2026-03-11,39.29,67.73,2.69,0.3194,34.1935,14.9,29.76,70.94,66.88,SELL-watch,1,3.0,1.5,MODERATE
BMA.OL,2026-03-11,17.0,68.03,2.23,0.1,14.798,14.88,15.09,78.7,74.66,SELL-watch,1,1.75,1.5,LOW
HUNT.OL,2026-03-11,5.12,68.06,0.18,0.0425,2.8837,77.55,51.21,59.61,64.78,SELL-watch,1,5.0,1.5,HIGH
AKVA.OL,2026-03-11,103.0,68.19,4.02,-0.0146,91.274,12.85,46.16,75.02,72.22,SELL-watch,2,5.0,3.0,HIGH
ROGS.OL,2026-03-11,154.48,68.35,4.58,-0.0499,144.9696,6.56,41.55,74.63,72.04,SELL-watch,2,5.0,3.0,HIGH
AKSO.OL,2026-03-11,41.68,69.25,2.07,-0.0792,36.2008,15.14,56.01,82.2,67.06,SELL-watch,2,5.0,3.0,HIGH
DOFG.OL,2026-03-11,127.4,69.52,1.92,-0.3264,111.3543,14.41,39.38,73.22,69.0,SELL-watch,2,5.0,3.0,HIGH
RING.OL,2026-03-11,472.0,70.57,1.21,-0.404,434.51,8.63,20.82,33.94,70.06,SELL-watch,2,3.0,3.0,MODERATE
EQNR.OL,2026-03-11,321.8,71.45,3.07,2.8234,263.2973,22.22,46.86,71.8,69.95,SELL-watch,1,5.0,1.5,HIGH
PEN.OL,2026-03-11,27.65,74.23,2.33,0.1463,22.253,24.25,46.59,69.07,72.55,SELL-watch,1,5.0,1.5,HIGH
YAR.OL,2026-03-11,513.8,75.96,7.32,1.9438,447.18,14.9,32.53,71.23,81.01,SELL-watch,1,5.0,1.5,HIGH
SOFF.OL,2026-03-11,58.4,77.39,0.65,0.4938,50.1719,16.4,34.86,91.9,83.88,SELL-watch,1,5.0,1.5,HIGH
AKER.OL,2026-03-11,1072.0,83.35,0.15,13.1798,879.88,21.83,39.98,84.43,91.35,SELL-watch,1,5.0,1.5,HIGH
ACR.OL,2026-03-11,7.04,35.2,2.43,-0.0453,7.844,-10.25,42.84,26.92,37.25,NEUTRAL,0,5.0,0.0,HIGH
ORK.OL,2026-03-11,117.9,35.78,-0.89,-1.7323,119.154,-1.05,32.37,56.92,15.42,NEUTRAL,0,5.0,0.0,HIGH
TOM.OL,2026-03-11,112.6,36.02,-1.42,-0.1117,125.688,-10.41,34.28,38.4,32.64,NEUTRAL,0,5.0,0.0,HIGH
NAS.OL,2026-03-11,14.88,36.11,-0.19,-0.2277,16.4147,-9.35,19.06,20.7,31.8,NEUTRAL,0,1.75,0.0,LOW
BWLPG.OL,2026-03-11,147.53,36.35,-18.7,-2.6085,152.2139,-3.08,41.26,42.37,18.18,NEUTRAL,0,5.0,0.0,HIGH
KOA.OL,2026-03-11,1.992,36.51,-0.71,-0.0161,2.1496,-7.33,19.46,32.7,32.46,NEUTRAL,0,1.75,0.0,LOW
ATEA.OL,2026-03-11,140.8,38.22,-0.41,0.2228,150.16,-6.23,19.45,36.99,33.86,NEUTRAL,0,1.75,0.0,LOW
ABG.OL,2026-03-11,7.88,38.71,4.17,-0.0457,8.1008,-2.73,20.11,13.73,31.07,NEUTRAL,0,3.0,0.0,MODERATE
PRS.OL,2026-03-11,3.2,39.07,2.72,-0.03,3.4493,-7.23,29.18,15.24,40.93,NEUTRAL,0,3.0,0.0,MODERATE
PYRUM.OL,2026-03-11,287.0,39.43,5.34,-0.5367,304.94,-5.88,10.94,66.23,42.71,NEUTRAL,0,1.75,0.0,LOW
GYL.OL,2026-03-11,440.0,39.79,-6.28,-2.6088,462.56,-4.88,15.45,95.95,28.66,NEUTRAL,0,1.75,0.0,LOW
HYPRO.OL,2026-03-11,1.508,40.6,-0.11,0.0162,1.8239,-17.32,13.79,61.3,42.97,NEUTRAL,0,1.75,0.0,LOW
2020.OL,2026-03-11,132.0,40.73,-6.68,0.32,139.1439,-5.13,21.91,74.44,36.82,NEUTRAL,0,3.0,0.0,MODERATE
ASA.OL,2026-03-11,5.05,40.96,0.0,0.0529,5.9145,-14.62,27.23,32.2,49.28,NEUTRAL,0,3.0,0.0,MODERATE
CLCO.OL,2026-01-13,95.3,41.33,0.0,-0.4046,98.112,-2.87,24.67,21.33,40.05,NEUTRAL,0,3.0,0.0,MODERATE
BOR.OL,2026-03-11,16.95,41.49,-5.38,-0.0393,17.5947,-3.66,8.74,35.73,34.73,NEUTRAL,0,1.75,0.0,LOW
BAKKA.OL,2026-03-11,442.4,42.43,4.98,-1.1192,465.234,-4.91,11.15,56.03,44.0,NEUTRAL,0,1.75,0.0,LOW
AFG.OL,2026-03-11,180.8,42.46,-1.17,-0.8931,185.32,-2.44,15.22,43.91,36.05,NEUTRAL,0,1.75,0.0,LOW
ENTRA.OL,2026-03-11,111.2,42.64,-1.18,-0.4351,113.232,-1.79,11.88,54.05,35.94,NEUTRAL,0,1.75,0.0,LOW
NORCO.OL,2026-03-11,39.7,42.7,2.03,0.0895,42.638,-6.89,20.9,45.62,49.02,NEUTRAL,0,3.0,0.0,MODERATE
