ticker,date,close,rsi14,rsi_dir,macd_hist,sma50,pct_above_sma50,adx14,mfi14,rsi6,signal,primary_count,stop_loss_pct,position_pct,risk
TEL.OL,2025-11-06,150.2,29.95,5.16,-1.5309,160.9283,-6.67,32.88,30.75,25.71,BUY,2,5.0,3.0,HIGH
PLT.OL,2025-11-06,7.4,65.26,-2.13,0.0789,5.5849,32.5,35.04,62.84,65.34,SELL,2,5.0,3.0,HIGH
CLCO.OL,2025-11-06,98.4,73.75,-0.93,-0.3329,89.256,10.24,12.97,62.06,80.37,SELL,3,1.75,3.0,LOW
EMGS.OL,2025-11-06,0.25,12.54,-28.94,-0.0438,1.2436,-79.9,29.44,10.68,5.9,BUY-watch,1,3.0,1.5,MODERATE
HEX.OL,2025-11-06,7.31,19.38,-8.61,-0.0032,11.9416,-38.79,51.44,20.47,10.66,BUY-watch,1,5.0,1.5,HIGH
WSTEP.OL,2025-11-06,19.2,21.42,-0.98,-0.0174,21.392,-10.25,24.67,22.19,14.49,BUY-watch,1,3.0,1.5,MODERATE
EPR.OL,2025-11-06,83.5,21.86,-1.06,-1.8877,98.124,-14.9,29.47,30.85,12.18,BUY-watch,1,3.0,1.5,MODERATE
NOD.OL,2025-11-06,136.6,26.86,-1.6,-3.1722,157.468,-13.25,22.05,30.73,10.88,BUY-watch,1,3.0,1.5,MODERATE
KOG.OL,2025-11-06,247.25,28.23,-2.07,-4.3016,299.0679,-17.33,35.87,42.87,23.24,BUY-watch,1,5.0,1.5,HIGH
TOM.OL,2025-11-06,118.1,28.57,-2.05,-0.2871,141.67,-16.64,38.64,53.73,20.07,BUY-watch,1,5.0,1.5,HIGH
LSG.OL,2025-11-06,46.28,30.05,-2.05,-0.513,49.66,-6.81,28.23,23.68,17.03,BUY-watch,1,3.0,1.5,MODERATE
ENTRA.OL,2025-11-06,111.4,30.65,0.0,-0.3827,117.8055,-5.44,18.02,33.97,22.45,BUY-watch,1,1.75,1.5,LOW
AUSS.OL,2025-11-06,90.6,31.43,-3.26,-0.8896,95.444,-5.08,28.29,23.38,18.7,BUY-watch,1,3.0,1.5,MODERATE
KID.OL,2025-11-06,133.0,31.95,-5.67,-0.3355,144.672,-8.07,32.37,62.44,21.22,BUY-watch,1,5.0,1.5,HIGH
PARB.OL,2025-11-06,83.4,32.51,-0.43,-0.8741,89.616,-6.94,24.81,52.61,27.05,BUY-watch,1,3.0,1.5,MODERATE
NRC.OL,2025-11-06,7.2,34.28,-1.36,-0.0741,8.2734,-12.97,29.42,35.01,22.36,BUY-watch,1,3.0,1.5,MODERATE
SWON.OL,2025-11-06,94.2,34.4,-6.99,-1.0736,101.0576,-6.79,14.51,35.61,17.8,BUY-watch,1,1.75,1.5,LOW
AKER.OL,2025-11-06,776.0,65.17,1.47,3.112,726.8662,6.76,27.64,83.97,72.73,SELL-watch,1,3.0,1.5,MODERATE
ININ.OL,2025-11-06,2.81,66.29,0.0,0.0243,2.2872,22.86,38.69,82.12,66.25,SELL-watch,1,5.0,1.5,HIGH
ORK.OL,2025-11-06,102.0,35.03,-2.32,-0.2026,106.484,-4.21,24.66,36.37,24.97,NEUTRAL,0,3.0,0.0,MODERATE
SUBC.OL,2025-11-06,182.1,35.16,0.0,-0.1988,193.5768,-5.93,20.85,40.8,32.39,NEUTRAL,0,3.0,0.0,MODERATE
ACR.OL,2025-11-06,6.84,35.39,-4.01,-0.0092,7.6284,-10.34,19.47,69.05,27.88,NEUTRAL,0,1.75,0.0,LOW
HAUTO.OL,2025-11-06,89.0,35.71,4.87,-0.1597,102.6858,-13.33,37.07,36.08,38.63,NEUTRAL,0,5.0,0.0,HIGH
GSF.OL,2025-11-06,66.45,36.36,-3.51,-0.4792,69.156,-3.91,15.4,10.43,18.64,NEUTRAL,0,1.75,0.0,LOW
MULTI.OL,2025-11-06,165.0,36.59,-1.47,-0.3767,174.58,-5.49,27.59,70.86,35.61,NEUTRAL,0,3.0,0.0,MODERATE
BRG.OL,2025-11-06,184.6,36.72,-11.56,0.2601,195.926,-5.78,23.01,46.56,30.18,NEUTRAL,0,3.0,0.0,MODERATE
SPOL.OL,2025-11-06,176.06,37.76,1.05,-0.7008,184.954,-4.81,19.5,32.28,34.28,NEUTRAL,0,1.75,0.0,LOW
PCIB.OL,2025-11-06,0.272,37.94,-1.89,0.0029,0.347,-21.62,11.98,47.13,32.23,NEUTRAL,0,1.75,0.0,LOW
HSPG.OL,2025-11-06,154.96,38.13,9.48,-0.8605,167.0516,-7.24,69.38,9.77,39.32,NEUTRAL,0,5.0,0.0,HIGH
SPIR.OL,2025-11-06,6.54,38.2,-0.52,0.0132,7.263,-9.95,39.3,32.61,39.88,NEUTRAL,0,5.0,0.0,HIGH
SOFF.OL,2025-11-06,43.6,38.32,-2.77,0.2391,50.975,-14.47,40.72,55.55,42.79,NEUTRAL,0,5.0,0.0,HIGH
IDEX.OL,2025-11-06,2.8,38.46,-2.43,-0.0292,2.9368,-4.66,28.91,11.26,23.14,NEUTRAL,0,3.0,0.0,MODERATE
SATS.OL,2025-11-06,36.3,38.51,-1.2,-0.4031,38.3634,-5.38,24.34,35.48,31.17,NEUTRAL,0,3.0,0.0,MODERATE
REACH.OL,2025-11-06,6.66,38.53,3.88,-0.0353,7.0062,-4.94,28.06,29.51,34.01,NEUTRAL,0,3.0,0.0,MODERATE
YAR.OL,2025-11-06,358.2,38.54,-11.3,-1.4044,369.62,-3.09,11.06,40.65,29.13,NEUTRAL,0,1.75,0.0,LOW
NAS.OL,2025-11-06,15.14,39.69,-1.86,-0.0542,15.9585,-5.13,15.26,25.17,32.18,NEUTRAL,0,1.75,0.0,LOW
RING.OL,2025-11-06,380.0,40.03,0.0,0.065,389.03,-2.32,36.98,21.38,30.19,NEUTRAL,0,5.0,0.0,HIGH
IOX.OL,2025-11-06,1.2,40.14,0.27,-0.0053,1.341,-10.51,24.79,82.0,37.19,NEUTRAL,0,3.0,0.0,MODERATE
GYL.OL,2025-11-06,412.0,40.16,0.0,-1.8948,430.0,-4.19,10.52,55.41,36.33,NEUTRAL,0,1.75,0.0,LOW
ELK.OL,2025-11-06,25.74,40.3,-2.3,-0.1906,26.2916,-2.1,16.88,12.16,26.2,NEUTRAL,0,1.75,0.0,LOW
QEC.OL,2025-11-06,2.235,40.52,-2.77,-0.0017,2.3588,-5.25,12.69,43.32,35.22,NEUTRAL,0,1.75,0.0,LOW
BMA.OL,2025-11-06,13.9,40.98,0.0,0.0493,15.658,-11.23,24.85,29.2,39.26,NEUTRAL,0,3.0,0.0,MODERATE
SPOG.OL,2025-11-06,70.9,40.99,-0.45,-0.1235,72.8842,-2.72,16.9,53.83,35.55,NEUTRAL,0,1.75,0.0,LOW
MORG.OL,2025-11-06,100.7,41.52,7.28,-0.3838,105.2964,-4.37,15.85,11.18,42.59,NEUTRAL,0,1.75,0.0,LOW
VOW.OL,2025-11-06,1.618,41.63,-0.53,0.0085,1.9334,-16.31,22.04,25.37,47.05,NEUTRAL,0,3.0,0.0,MODERATE
SCATC.OL,2025-11-06,102.0,42.0,-2.57,-0.4658,103.155,-1.12,22.13,56.3,27.57,NEUTRAL,0,3.0,0.0,MODERATE
VVL.OL,2025-11-06,370.0,42.11,-10.51,-0.4852,377.24,-1.92,20.62,12.62,33.56,NEUTRAL,0,3.0,0.0,MODERATE
SKUE.OL,2025-11-06,314.65,43.08,2.42,-0.3698,318.835,-1.31,15.45,12.74,41.34,NEUTRAL,0,1.75,0.0,LOW
MING.OL,2025-11-06,186.98,43.27,-2.54,-0.3236,190.7936,-2.0,23.52,35.55,39.11,NEUTRAL,0,3.0,0.0,MODERATE
TRE.OL,2025-11-06,33.0,43.66,-8.59,0.1954,35.998,-8.33,28.2,56.81,38.96,NEUTRAL,0,3.0,0.0,MODERATE
AMSC.OL,2025-11-06,1.476,43.67,0.0,0.0006,1.48,-0.27,17.27,0.0,41.3,NEUTRAL,0,1.75,0.0,LOW
PEN.OL,2025-11-06,21.4,43.7,-1.17,0.0982,22.599,-5.31,17.11,50.44,45.1,NEUTRAL,0,1.75,0.0,LOW
JIN.OL,2025-11-06,5.78,43.82,-3.08,0.0027,6.096,-5.18,10.01,20.9,42.75,NEUTRAL,0,1.75,0.0,LOW
SBO.OL,2025-11-06,33.3,43.83,-3.15,0.0779,34.817,-4.36,25.98,25.91,50.85,NEUTRAL,0,3.0,0.0,MODERATE
DNB.OL,2025-11-06,261.6,44.28,-0.45,-0.2433,266.664,-1.9,20.5,39.27,45.8,NEUTRAL,0,3.0,0.0,MODERATE
ENH.OL,2025-11-06,7.9,44.36,-2.57,0.0142,8.1583,-3.17,13.32,65.75,38.39,NEUTRAL,0,1.75,0.0,LOW
GJF.OL,2025-11-06,275.2,44.44,-0.56,-0.2375,280.676,-1.95,27.07,54.29,47.63,NEUTRAL,0,3.0,0.0,MODERATE
AFG.OL,2025-11-06,167.4,44.61,-0.49,-0.4607,168.944,-0.91,9.48,41.18,32.7,NEUTRAL,0,1.75,0.0,LOW
NONG.OL,2025-11-06,138.08,44.91,-0.42,-0.169,139.148,-0.77,13.96,54.37,41.3,NEUTRAL,0,1.75,0.0,LOW
ROGS.OL,2025-11-06,138.0,45.1,3.06,-0.2076,140.738,-1.95,25.11,79.87,46.18,NEUTRAL,0,3.0,0.0,MODERATE
NAPA.OL,2025-11-06,28.05,45.57,-4.25,-0.1989,27.19,3.16,35.34,51.08,33.84,NEUTRAL,0,5.0,0.0,HIGH
ASA.OL,2025-11-06,7.39,45.59,0.3,0.0002,7.7824,-5.04,9.33,50.92,47.07,NEUTRAL,0,1.75,0.0,LOW
HAVI.OL,2025-11-06,1.225,45.99,1.94,0.0098,1.3165,-6.95,21.63,58.85,55.05,NEUTRAL,0,3.0,0.0,MODERATE
PYRUM.OL,2025-11-06,321.0,46.09,1.05,1.0693,333.28,-3.68,27.35,70.44,50.68,NEUTRAL,0,3.0,0.0,MODERATE
HELG.OL,2025-11-06,168.96,46.23,2.7,-0.7828,174.8,-3.34,13.89,24.5,45.5,NEUTRAL,0,1.75,0.0,LOW
PRS.OL,2025-11-06,3.205,46.67,-0.69,0.0409,3.4337,-6.66,16.14,72.2,50.34,NEUTRAL,0,1.75,0.0,LOW
FLNG.OL,2025-09-15,254.0,46.76,4.76,-2.612,251.304,1.07,25.68,70.04,45.58,NEUTRAL,0,3.0,0.0,MODERATE
SEAPT.OL,2025-11-05,0.14,46.93,0.0,0.0001,0.1416,-1.1,15.58,,40.34,NEUTRAL,0,1.75,0.0,LOW
SALM.OL,2025-11-06,568.5,46.98,-1.98,-6.0438,560.49,1.43,34.96,27.55,37.9,NEUTRAL,0,5.0,0.0,HIGH
SOGN.OL,2025-11-06,254.85,47.03,-9.54,0.4792,257.838,-1.16,21.93,68.35,43.47,NEUTRAL,0,3.0,0.0,MODERATE
GENT.OL,2025-11-06,54.6,47.39,-5.61,0.0385,55.196,-1.08,26.1,21.2,42.55,NEUTRAL,0,3.0,0.0,MODERATE
B2I.OL,2025-11-06,16.92,47.67,-5.65,-0.0007,16.9856,-0.39,16.12,44.24,43.4,NEUTRAL,0,1.75,0.0,LOW
MEDI.OL,2025-11-06,250.0,48.17,-5.55,-0.1179,247.1,1.17,25.06,90.47,35.41,NEUTRAL,0,3.0,0.0,MODERATE
INIFY.OL,2025-11-06,5.5,48.2,6.1,-0.0308,5.629,-2.29,12.21,70.43,47.86,NEUTRAL,0,1.75,0.0,LOW
HSHP.OL,2025-11-06,79.1,48.31,8.56,-0.2594,81.5409,-2.99,20.21,30.08,55.79,NEUTRAL,0,3.0,0.0,MODERATE
