ticker,date,close,rsi14,rsi_dir,macd_hist,sma50,pct_above_sma50,adx14,mfi14,rsi6,signal,primary_count,stop_loss_pct,position_pct,risk,note
AMSC.OL,2025-08-15,1.466,21.88,1.2,0.0495,1.4912,-1.69,58.67,21.69,45.38,BUY,3.0,5.0,5.0,HIGH,
GJF.OL,2025-08-15,285.0,65.9,-0.46,0.0889,267.352,6.6,35.54,53.85,70.33,SELL,2.0,5.0,3.0,HIGH,
EMGS.OL,2025-08-15,1.565,31.92,-0.19,-0.0411,1.896,-17.46,25.77,8.34,17.43,BUY-watch,1.0,3.0,1.5,MODERATE,
BRG.OL,2025-08-15,206.0,65.17,1.73,0.5617,197.282,4.42,19.61,72.33,80.84,SELL-watch,1.0,1.75,1.5,LOW,
ORK.OL,2025-08-15,112.0,65.31,0.0,0.3848,109.05,2.71,19.01,75.07,79.63,SELL-watch,1.0,1.75,1.5,LOW,
TEL.OL,2025-08-15,165.4,65.67,1.04,0.2825,157.768,4.84,32.49,63.84,74.33,SELL-watch,1.0,5.0,1.5,HIGH,
WWI.OL,2025-08-15,501.0,65.83,4.51,-0.1785,462.73,8.27,29.66,63.38,65.98,SELL-watch,2.0,3.0,3.0,MODERATE,
NHY.OL,2025-08-15,65.7,68.07,1.7,0.1326,60.0752,9.36,36.21,69.89,71.39,SELL-watch,1.0,5.0,1.5,HIGH,
KOA.OL,2025-08-15,1.796,69.92,4.71,0.028,1.5988,12.33,22.82,62.81,83.69,SELL-watch,1.0,3.0,1.5,MODERATE,
SOAG.OL,2025-08-15,444.95,70.73,21.61,2.0499,420.447,5.83,18.98,88.03,88.14,SELL-watch,1.0,1.75,1.5,LOW,
NOD.OL,2025-08-15,168.3,75.1,3.12,3.0333,139.394,20.74,21.99,77.51,86.38,SELL-watch,1.0,3.0,1.5,MODERATE,
STB.OL,2025-08-15,155.8,75.81,1.32,0.3714,143.694,8.42,34.17,72.92,87.35,SELL-watch,1.0,5.0,1.5,HIGH,
TRE.OL,2025-08-15,36.0,77.7,0.0,0.2786,30.874,16.6,20.63,57.5,80.63,SELL-watch,1.0,3.0,1.5,MODERATE,
GYL.OL,2025-08-14,454.0,79.47,0.0,6.6443,418.68,8.44,37.03,59.16,95.03,SELL-watch,1.0,5.0,1.5,HIGH,
HUNT.OL,2025-08-15,0.72,35.12,-4.13,-0.0067,0.9062,-20.55,12.13,46.77,25.19,NEUTRAL,0.0,1.75,0.0,LOW,
KOG.OL,2025-08-15,297.2,35.71,-1.35,1.0626,340.154,-12.63,34.38,49.41,39.56,NEUTRAL,0.0,5.0,0.0,HIGH,
SKUE.OL,2025-08-15,318.0,38.0,-1.64,-1.1253,335.575,-5.24,16.15,21.15,33.37,NEUTRAL,0.0,1.75,0.0,LOW,
EQNR.OL,2025-08-15,249.9,38.52,-0.11,-1.4157,262.03,-4.63,13.26,43.85,28.09,NEUTRAL,0.0,1.75,0.0,LOW,
POL.OL,2025-08-15,60.0,38.56,-5.24,-0.0463,61.48,-2.41,16.98,65.74,26.82,NEUTRAL,0.0,1.75,0.0,LOW,
WSTEP.OL,2025-08-15,23.8,38.87,0.0,-0.0073,24.456,-2.68,14.75,73.7,28.37,NEUTRAL,0.0,1.75,0.0,LOW,
IDEX.OL,2025-08-15,3.1105,38.88,-5.98,0.0037,3.4971,-11.05,22.82,68.29,28.28,NEUTRAL,0.0,3.0,0.0,MODERATE,
ENTRA.OL,2025-08-15,125.2,38.93,-0.64,-0.4846,127.696,-1.95,12.96,37.3,22.14,NEUTRAL,0.0,1.75,0.0,LOW,
GOGL.OL,2025-08-15,81.0,39.26,-4.43,-0.9753,82.166,-1.42,21.93,38.91,20.8,NEUTRAL,0.0,3.0,0.0,MODERATE,
