# oslo-screener report=report_2026-03-05T0708Z.csv data_fetch_started=2026-03-05T07:08:23Z data_fetch_completed=2026-03-05T07:08:45Z generated_at=2026-03-05T07:08:45Z
# columns=ticker,date,close,rsi14,rsi_dir,macd_hist,sma50,pct_above_sma50,adx14,mfi14,rsi6,signal,primary_count,stop_loss_pct,position_pct,risk,note
ticker,date,close,rsi14,rsi_dir,macd_hist,sma50,pct_above_sma50,adx14,mfi14,rsi6,signal,primary_count,stop_loss_pct,position_pct,risk,note
GENT.OL,2026-03-04,38.8,28.42,1.23,-0.1874,52.388,-25.94,24.28,57.65,26.86,BUY,2.0,3.0,3.0,MODERATE,
ZAL.OL,2026-03-04,74.4,34.34,1.41,-0.3106,83.88,-11.3,28.64,24.68,34.03,BUY,2.0,3.0,3.0,MODERATE,
ROGS.OL,2026-03-04,152.1,66.06,-11.9,0.3485,143.9312,5.68,34.29,85.86,60.91,SELL,2.0,5.0,3.0,HIGH,
VAR.OL,2026-03-04,37.65,67.99,-10.52,0.3804,33.3651,12.84,27.7,67.62,69.1,SELL,2.0,3.0,3.0,MODERATE,
YAR.OL,2026-03-04,484.1,68.69,-6.87,1.3567,438.564,10.38,31.23,57.56,68.33,SELL,2.0,5.0,3.0,HIGH,
BWLPG.OL,2026-03-04,175.6,69.63,-6.97,0.5486,149.2,17.69,52.18,67.41,68.8,SELL,2.0,5.0,3.0,HIGH,
IOX.OL,2026-03-04,4.86,71.04,-24.97,0.4892,1.167,316.45,52.52,99.53,68.86,SELL,2.0,5.0,3.0,HIGH,
EQNR.OL,2026-03-04,300.1,71.17,-9.9,2.8142,254.5334,17.9,45.27,61.69,70.33,SELL,2.0,5.0,3.0,HIGH,
PEN.OL,2026-03-04,26.45,73.07,-8.85,0.3485,21.4461,23.33,44.62,65.13,69.35,SELL,2.0,5.0,3.0,HIGH,
WAWI.OL,2026-03-04,135.1,85.33,-0.44,0.5151,112.429,20.16,51.66,82.75,90.7,SELL,2.0,5.0,3.0,HIGH,
HAUTO.OL,2026-03-04,138.0,88.92,-0.59,2.2781,104.9286,31.52,54.91,82.59,95.21,SELL,2.0,5.0,3.0,HIGH,
PRS.OL,2026-03-04,3.11,30.01,-0.66,-0.0603,3.4988,-11.11,27.17,16.52,14.38,BUY-watch,1.0,3.0,1.5,MODERATE,
PYRUM.OL,2026-03-04,290.0,33.85,-0.0,0.1495,315.0,-7.94,12.05,33.23,17.57,BUY-watch,2.0,1.75,3.0,LOW,
KOG.OL,2026-03-04,397.75,66.28,4.18,-1.822,332.3,19.7,41.38,70.95,65.19,SELL-watch,2.0,5.0,3.0,HIGH,
RING.OL,2026-03-04,462.0,66.81,0.64,0.0661,428.179,7.9,24.1,30.17,57.96,SELL-watch,1.0,3.0,1.5,MODERATE,
HUNT.OL,2026-03-04,4.91,67.95,1.85,0.1957,2.5676,91.23,54.16,63.9,61.89,SELL-watch,1.0,5.0,1.5,HIGH,
AKVA.OL,2026-03-04,100.5,68.1,1.4,0.1668,90.146,11.49,39.95,83.04,74.04,SELL-watch,1.0,5.0,1.5,HIGH,
AKSO.OL,2026-03-04,40.74,69.81,1.85,-0.0234,35.1028,16.06,55.65,79.54,66.36,SELL-watch,2.0,5.0,3.0,HIGH,
AUSS.OL,2026-03-04,102.0,69.84,7.09,0.5358,94.948,7.43,23.53,72.86,78.54,SELL-watch,1.0,3.0,1.5,MODERATE,
VEI.OL,2026-03-04,197.2,70.58,5.25,0.3626,182.524,8.04,37.0,68.64,72.59,SELL-watch,1.0,5.0,1.5,HIGH,
EMGS.OL,2026-03-04,0.6,71.53,20.04,0.0231,0.2457,144.15,45.86,91.2,78.92,SELL-watch,1.0,5.0,1.5,HIGH,
DOFG.OL,2026-03-04,126.1,72.8,0.12,0.4154,107.8721,16.9,47.25,79.49,70.86,SELL-watch,1.0,5.0,1.5,HIGH,
B2I.OL,2026-03-04,25.35,73.24,6.9,0.0621,20.9664,20.91,63.48,81.76,74.84,SELL-watch,1.0,5.0,1.5,HIGH,
FRO.OL,2026-03-04,351.5,75.98,0.49,2.859,274.614,28.0,51.41,73.66,69.46,SELL-watch,1.0,5.0,1.5,HIGH,
KIT.OL,2026-03-04,109.7,77.0,1.64,0.3002,86.22,27.23,60.5,72.16,77.24,SELL-watch,1.0,5.0,1.5,HIGH,
SOFF.OL,2026-03-04,57.1,78.73,0.63,0.6949,49.113,16.26,28.78,96.26,90.78,SELL-watch,1.0,3.0,1.5,MODERATE,
HSHP.OL,2026-03-04,141.0,78.97,1.67,1.0685,104.9344,34.37,59.14,82.33,77.23,SELL-watch,1.0,5.0,1.5,HIGH,
PLT.OL,2026-03-04,5.94,35.01,0.34,-0.0618,6.589,-9.85,15.84,27.77,20.69,NEUTRAL,0.0,1.75,0.0,LOW,
ACR.OL,2026-03-04,7.26,35.96,9.31,-0.0798,7.8876,-7.96,40.79,32.7,35.61,NEUTRAL,0.0,5.0,0.0,HIGH,
TOM.OL,2026-03-04,114.7,36.79,1.78,-0.4412,127.598,-10.11,31.84,31.56,34.09,NEUTRAL,0.0,5.0,0.0,HIGH,
ASA.OL,2026-03-04,4.99,37.88,-0.35,0.0381,6.1349,-18.66,30.16,58.31,38.96,NEUTRAL,0.0,5.0,0.0,HIGH,
KOA.OL,2026-03-04,2.045,38.19,0.0,-0.0179,2.1563,-5.16,12.71,33.93,29.42,NEUTRAL,0.0,1.75,0.0,LOW,
WSTEP.OL,2026-03-04,17.4,38.22,1.74,-0.0978,18.436,-5.62,17.83,8.7,30.49,NEUTRAL,0.0,1.75,0.0,LOW,
NRC.OL,2026-03-04,7.72,39.15,5.4,-0.0405,8.7616,-11.89,17.47,23.34,40.47,NEUTRAL,0.0,1.75,0.0,LOW,
BRG.OL,2026-03-04,174.2,39.55,5.42,0.4179,187.156,-6.92,26.4,40.47,42.27,NEUTRAL,0.0,3.0,0.0,MODERATE,
MULTI.OL,2026-03-04,156.0,40.43,-3.37,0.2315,168.02,-7.15,17.9,15.78,38.13,NEUTRAL,0.0,1.75,0.0,LOW,
ININ.OL,2026-03-04,2.85,40.53,-12.36,-0.0186,3.0504,-6.57,10.31,83.57,33.57,NEUTRAL,0.0,1.75,0.0,LOW,
CLCO.OL,2026-01-13,95.3,41.33,0.0,-0.4046,98.112,-2.87,24.67,21.33,40.05,NEUTRAL,0.0,3.0,0.0,MODERATE,
NAS.OL,2026-03-04,15.835,41.53,9.31,-0.2077,16.6591,-4.95,15.25,28.27,37.6,NEUTRAL,0.0,1.75,0.0,LOW,
NORCO.OL,2026-03-04,40.2,41.55,5.25,-0.0163,43.196,-6.94,23.33,43.13,49.62,NEUTRAL,0.0,3.0,0.0,MODERATE,
BAKKA.OL,2026-03-04,446.2,41.97,5.44,-1.4934,472.604,-5.59,13.59,45.81,40.7,NEUTRAL,0.0,1.75,0.0,LOW,
ATEA.OL,2026-03-04,143.0,42.38,5.03,0.3802,151.724,-5.75,17.9,56.75,46.92,NEUTRAL,0.0,1.75,0.0,LOW,
PCIB.OL,2026-03-04,0.163,42.65,8.25,-0.003,0.2176,-25.1,18.65,58.89,50.48,NEUTRAL,0.0,1.75,0.0,LOW,
SWON.OL,2026-03-04,86.56,43.05,6.71,0.7036,98.161,-11.82,41.8,65.6,63.25,NEUTRAL,0.0,5.0,0.0,HIGH,
GJF.OL,2026-03-04,266.6,43.09,9.07,-0.0087,278.76,-4.36,28.05,52.92,45.74,NEUTRAL,0.0,3.0,0.0,MODERATE,
JIN.OL,2026-03-04,5.58,43.52,9.5,-0.0175,5.7108,-2.29,16.36,45.24,41.4,NEUTRAL,0.0,1.75,0.0,LOW,
GYL.OL,2026-03-04,450.0,44.05,-14.06,0.0263,464.88,-3.2,20.21,96.49,36.73,NEUTRAL,0.0,3.0,0.0,MODERATE,
HYPRO.OL,2026-03-04,1.6,44.19,-0.49,0.0191,1.8862,-15.17,13.99,39.58,54.59,NEUTRAL,0.0,1.75,0.0,LOW,
SALM.OL,2026-03-04,561.0,45.26,7.24,-3.4263,578.91,-3.09,13.59,33.24,44.15,NEUTRAL,0.0,1.75,0.0,LOW,
SBO.OL,2026-03-04,34.55,45.31,4.43,-0.111,35.083,-1.52,18.52,16.1,39.29,NEUTRAL,0.0,1.75,0.0,LOW,
