# oslo-screener report=report_2026-01-09T0651Z.csv data_fetch_started=2026-01-09T06:50:50Z data_fetch_completed=2026-01-09T06:51:29Z generated_at=2026-01-09T06:51:29Z
# columns=ticker,date,close,rsi14,rsi_dir,macd_hist,sma50,pct_above_sma50,adx14,mfi14,rsi6,signal,primary_count,stop_loss_pct,position_pct,risk,note
ticker,date,close,rsi14,rsi_dir,macd_hist,sma50,pct_above_sma50,adx14,mfi14,rsi6,signal,primary_count,stop_loss_pct,position_pct,risk,note
EMGS.OL,2026-01-08,0.205,29.44,6.08,0.0083,0.4123,-50.27,29.35,22.99,36.17,BUY,3.0,3.0,5.0,MODERATE,
HAUTO.OL,2026-01-08,100.5,65.11,-4.87,0.32,91.973,9.27,26.21,68.41,68.97,SELL,2.0,3.0,3.0,MODERATE,
OLT.OL,2026-01-08,334.0,65.22,-4.47,-1.3405,316.06,5.68,65.9,86.44,49.08,SELL,3.0,5.0,5.0,HIGH,
AUSS.OL,2026-01-08,96.5,65.59,-2.52,0.4865,91.282,5.72,36.09,78.11,59.16,SELL,2.0,5.0,3.0,HIGH,
VEI.OL,2026-01-08,180.0,67.32,-4.6,0.3128,167.38,7.54,44.34,73.48,67.71,SELL,2.0,5.0,3.0,HIGH,
SPOG.OL,2026-01-08,79.05,67.33,-3.82,0.1301,73.8772,7.0,61.06,63.35,60.55,SELL,2.0,5.0,3.0,HIGH,
WWI.OL,2026-01-08,601.0,67.94,-3.52,0.2743,547.91,9.69,33.88,62.98,70.47,SELL,2.0,5.0,3.0,HIGH,
ELK.OL,2026-01-08,30.6,68.07,-4.9,0.1078,27.7072,10.44,34.28,61.83,64.75,SELL,2.0,5.0,3.0,HIGH,
BWO.OL,2026-01-08,44.65,68.12,-5.39,0.3058,38.2677,16.68,38.53,71.65,63.12,SELL,2.0,5.0,3.0,HIGH,
KIT.OL,2026-01-08,75.3,68.79,-8.05,0.7281,68.256,10.32,37.18,85.19,68.52,SELL,2.0,5.0,3.0,HIGH,
IDEX.OL,2026-01-08,6.836,72.06,-0.96,0.1876,3.7725,81.21,51.33,79.24,71.49,SELL,2.0,5.0,3.0,HIGH,
B2I.OL,2026-01-08,19.38,72.6,-4.52,0.2716,17.2024,12.66,35.03,80.13,71.99,SELL,2.0,5.0,3.0,HIGH,
HSPG.OL,2026-01-08,153.02,31.09,0.0,-1.4444,158.6044,-3.52,19.94,82.75,11.38,BUY-watch,1.0,1.75,1.5,LOW,
STB.OL,2026-01-08,172.4,65.67,5.96,-0.0591,162.178,6.3,32.59,72.34,62.23,SELL-watch,2.0,5.0,3.0,HIGH,
SPOL.OL,2026-01-08,202.45,67.14,5.09,-0.2248,186.6322,8.48,44.26,59.85,60.76,SELL-watch,2.0,5.0,3.0,HIGH,
ODF.OL,2026-01-08,135.8,68.83,1.59,0.9023,125.212,8.46,19.99,70.06,82.87,SELL-watch,1.0,1.75,1.5,LOW,
SKUE.OL,2026-01-08,349.65,69.47,3.12,1.087,325.557,7.4,19.19,68.68,70.86,SELL-watch,1.0,1.75,1.5,LOW,
ODFB.OL,2026-01-08,130.4,69.62,3.07,0.8771,121.388,7.42,18.68,65.89,86.98,SELL-watch,1.0,1.75,1.5,LOW,
RING.OL,2026-01-08,417.8,69.95,4.68,1.1726,391.92,6.6,25.25,60.84,71.11,SELL-watch,1.0,3.0,1.5,MODERATE,
SPIR.OL,2026-01-08,8.44,71.48,0.0,-0.0605,7.518,12.26,46.17,52.01,60.68,SELL-watch,2.0,5.0,3.0,HIGH,
KOG.OL,2026-01-08,286.85,74.11,0.84,4.0131,254.5,12.71,25.35,87.93,91.16,SELL-watch,1.0,3.0,1.5,MODERATE,
SOFF.OL,2026-01-08,48.3,74.96,6.16,0.5847,42.914,12.55,25.15,74.25,89.97,SELL-watch,1.0,3.0,1.5,MODERATE,
MOBA.OL,2026-01-02,16.05,79.43,0.0,0.2647,13.692,17.22,31.66,77.88,91.33,SELL-watch,1.0,5.0,1.5,HIGH,
PHO.OL,2026-01-08,76.8,79.94,3.2,0.5966,62.824,22.25,43.45,78.45,86.25,SELL-watch,1.0,5.0,1.5,HIGH,
AKVA.OL,2026-01-08,85.6,38.46,3.61,-0.4791,89.8438,-4.72,17.16,24.33,30.95,NEUTRAL,0.0,1.75,0.0,LOW,
PCIB.OL,2026-01-08,0.228,38.5,1.91,-0.0014,0.2684,-15.06,12.97,22.07,30.85,NEUTRAL,0.0,1.75,0.0,LOW,
PYRUM.OL,2026-01-08,312.0,38.75,-1.71,-7.3884,336.4204,-7.26,26.45,17.78,27.41,NEUTRAL,0.0,3.0,0.0,MODERATE,
SALM.OL,2026-01-08,580.5,39.32,-3.9,-4.5981,590.54,-1.7,25.08,56.83,24.23,NEUTRAL,0.0,3.0,0.0,MODERATE,
PEN.OL,2026-01-08,19.02,40.47,-1.02,-0.057,19.9339,-4.58,12.78,34.88,32.23,NEUTRAL,0.0,1.75,0.0,LOW,
CLCO.OL,2026-01-08,95.3,41.33,-4.54,-0.5123,98.16,-2.91,27.89,40.72,40.05,NEUTRAL,0.0,3.0,0.0,MODERATE,
ZAL.OL,2026-01-08,86.4,41.4,-1.51,-0.3134,88.772,-2.67,16.3,30.28,28.62,NEUTRAL,0.0,1.75,0.0,LOW,
NAS.OL,2026-01-08,16.595,41.84,2.58,-0.1491,16.4846,0.67,27.79,37.2,26.75,NEUTRAL,0.0,3.0,0.0,MODERATE,
PLT.OL,2026-01-08,6.58,43.26,1.34,-0.0087,7.2468,-9.2,11.74,60.35,40.41,NEUTRAL,0.0,1.75,0.0,LOW,
NORCO.OL,2026-01-08,43.85,43.44,-2.75,-0.0369,45.3,-3.2,17.22,39.83,39.96,NEUTRAL,0.0,1.75,0.0,LOW,
AMSC.OL,2026-01-08,1.476,43.7,0.0,0.0001,1.476,0.0,13.34,,41.3,NEUTRAL,0.0,1.75,0.0,LOW,
BMA.OL,2026-01-08,13.8,43.8,-5.73,-0.0292,14.116,-2.24,17.44,10.16,35.92,NEUTRAL,0.0,1.75,0.0,LOW,
KID.OL,2026-01-08,131.8,44.49,-3.52,0.0527,133.8282,-1.52,25.56,30.92,39.4,NEUTRAL,0.0,3.0,0.0,MODERATE,
EIOF.OL,2026-01-08,12.25,44.66,-1.97,-0.0051,12.511,-2.09,35.63,68.13,37.37,NEUTRAL,0.0,5.0,0.0,HIGH,
BAKKA.OL,2026-01-08,488.8,44.7,-3.48,-2.9578,486.218,0.53,25.03,57.53,26.82,NEUTRAL,0.0,3.0,0.0,MODERATE,
IOX.OL,2026-01-08,0.861,45.97,0.99,0.0206,1.0775,-20.09,20.31,44.11,49.58,NEUTRAL,0.0,3.0,0.0,MODERATE,
PRS.OL,2026-01-08,3.47,46.2,-1.16,-0.0407,3.43,1.17,29.87,41.68,37.93,NEUTRAL,0.0,3.0,0.0,MODERATE,
YAR.OL,2026-01-08,392.4,46.41,-6.39,-1.9645,382.642,2.55,35.25,67.64,27.31,NEUTRAL,0.0,5.0,0.0,HIGH,
VAR.OL,2026-01-08,31.78,46.54,0.09,0.0382,32.3282,-1.7,18.43,41.27,41.29,NEUTRAL,0.0,1.75,0.0,LOW,
EQNR.OL,2026-01-08,232.8,47.21,0.88,0.3807,236.3013,-1.48,20.93,49.17,43.06,NEUTRAL,0.0,3.0,0.0,MODERATE,
MOWI.OL,2026-01-08,233.6,47.28,1.5,-1.391,229.4632,1.8,25.5,54.59,32.76,NEUTRAL,0.0,3.0,0.0,MODERATE,
ENH.OL,2026-01-08,8.06,47.69,0.68,-0.006,8.1248,-0.8,11.67,8.77,46.26,NEUTRAL,0.0,1.75,0.0,LOW,
VOW.OL,2026-01-08,2.47,48.07,0.55,-0.0777,2.1508,14.84,23.25,21.41,33.53,NEUTRAL,0.0,3.0,0.0,MODERATE,
ASA.OL,2026-01-08,7.1,48.28,2.97,-0.0147,7.2442,-1.99,29.91,40.28,53.77,NEUTRAL,0.0,3.0,0.0,MODERATE,
DNO.OL,2026-01-08,15.08,48.43,-0.86,-0.0319,14.6866,2.68,19.03,51.18,38.66,NEUTRAL,0.0,1.75,0.0,LOW,
HYPRO.OL,2026-01-08,2.285,48.69,3.08,0.0406,2.5784,-11.38,16.04,24.63,56.7,NEUTRAL,0.0,1.75,0.0,LOW,
ROGS.OL,2026-01-08,140.5,48.81,-16.38,0.1037,139.0428,1.05,16.82,88.27,38.72,NEUTRAL,0.0,1.75,0.0,LOW,
NRC.OL,2026-01-08,8.66,49.44,-5.7,-0.0932,8.0458,7.63,32.79,50.44,31.26,NEUTRAL,0.0,5.0,0.0,HIGH,
HELG.OL,2026-01-08,178.0,49.52,-2.32,-0.2822,175.8304,1.23,10.37,22.72,43.64,NEUTRAL,0.0,1.75,0.0,LOW,
MELG.OL,2026-01-08,193.6,49.63,-1.06,-0.9301,186.5278,3.79,34.81,30.74,27.64,NEUTRAL,0.0,5.0,0.0,HIGH,
JIN.OL,2026-01-08,5.84,49.67,0.0,0.0028,5.866,-0.44,8.43,50.64,53.36,NEUTRAL,0.0,1.75,0.0,LOW,
HAVI.OL,2026-01-08,0.97,49.7,-0.25,0.0231,1.0928,-11.24,43.24,63.73,70.45,NEUTRAL,0.0,5.0,0.0,HIGH,
GSF.OL,2026-01-08,73.85,50.15,-0.64,-0.3753,71.374,3.47,18.06,67.55,37.65,NEUTRAL,0.0,1.75,0.0,LOW,
GJF.OL,2026-01-08,292.0,50.36,0.28,-0.803,283.784,2.9,24.46,53.92,36.65,NEUTRAL,0.0,3.0,0.0,MODERATE,
VVL.OL,2026-01-08,388.0,50.78,-7.0,0.4754,383.16,1.26,19.78,90.18,40.66,NEUTRAL,0.0,1.75,0.0,LOW,
NAPA.OL,2026-01-08,29.8,50.8,9.52,-0.3313,29.339,1.57,14.29,29.52,55.02,NEUTRAL,0.0,1.75,0.0,LOW,
TEL.OL,2026-01-08,146.0,51.4,6.85,0.3537,146.976,-0.66,17.81,54.2,58.32,NEUTRAL,0.0,1.75,0.0,LOW,
