# oslo-screener report=report_2026-02-02T0717Z.csv data_fetch_started=2026-02-02T07:16:44Z data_fetch_completed=2026-02-02T07:17:23Z generated_at=2026-02-02T07:17:23Z
# columns=ticker,date,close,rsi14,rsi_dir,macd_hist,sma50,pct_above_sma50,adx14,mfi14,rsi6,signal,primary_count,stop_loss_pct,position_pct,risk
ticker,date,close,rsi14,rsi_dir,macd_hist,sma50,pct_above_sma50,adx14,mfi14,rsi6,signal,primary_count,stop_loss_pct,position_pct,risk
YAR.OL,2026-01-30,443.9,67.68,-1.67,1.8878,400.046,10.96,29.21,79.35,70.37,SELL,2,3.0,3.0,MODERATE
AKER.OL,2026-01-30,888.0,77.09,-2.36,7.1277,785.84,13.0,38.15,92.76,83.82,SELL,2,5.0,3.0,HIGH
HSPG.OL,2026-01-30,147.02,17.07,0.0,-0.3583,156.8172,-6.25,31.39,5.61,1.11,BUY-watch,1,5.0,1.5,HIGH
PCIB.OL,2026-01-30,0.1575,28.42,-18.76,-0.0043,0.2547,-38.15,24.25,58.81,16.3,BUY-watch,1,3.0,1.5,MODERATE
PARB.OL,2026-01-30,81.4,30.98,-2.9,-0.6668,86.73,-6.15,16.67,11.36,19.0,BUY-watch,1,1.75,1.5,LOW
MEDI.OL,2026-01-30,222.0,33.62,-2.58,-2.2901,248.6,-10.7,20.06,21.1,21.32,BUY-watch,1,3.0,1.5,MODERATE
AFK.OL,2026-01-30,155.0,65.07,3.11,0.5069,139.32,11.25,40.61,58.71,58.87,SELL-watch,1,5.0,1.5,HIGH
SDSD.OL,2026-01-30,1.895,65.21,12.91,0.0005,1.8601,1.88,21.65,73.36,76.59,SELL-watch,1,3.0,1.5,MODERATE
B2I.OL,2026-01-30,20.8,65.52,4.29,-0.0364,18.237,14.05,57.34,59.86,59.96,SELL-watch,2,5.0,3.0,HIGH
BWO.OL,2026-01-30,47.15,65.61,1.1,-0.1953,41.5955,13.35,32.1,78.35,64.56,SELL-watch,2,5.0,3.0,HIGH
SOFF.OL,2026-01-30,50.7,66.57,3.95,-0.0054,44.9256,12.85,34.23,63.51,66.5,SELL-watch,2,5.0,3.0,HIGH
FRO.OL,2026-01-30,274.4,66.64,4.15,1.3332,243.8648,12.52,25.53,65.91,75.72,SELL-watch,1,3.0,1.5,MODERATE
PEN.OL,2026-01-30,21.95,67.49,0.36,0.1896,19.924,10.17,26.38,68.55,78.73,SELL-watch,1,3.0,1.5,MODERATE
BWLPG.OL,2026-01-30,152.0,68.14,3.3,0.6696,132.0372,15.12,19.5,58.39,77.38,SELL-watch,1,1.75,1.5,LOW
AKSO.OL,2026-01-30,35.12,69.27,4.27,0.1819,31.5472,11.33,41.88,83.1,75.56,SELL-watch,1,5.0,1.5,HIGH
HAUTO.OL,2026-01-30,107.7,69.32,4.72,0.4072,96.033,12.15,24.2,59.45,80.66,SELL-watch,1,3.0,1.5,MODERATE
HSHP.OL,2026-01-30,103.2,69.63,5.46,1.0806,91.7059,12.53,23.99,90.97,83.87,SELL-watch,1,3.0,1.5,MODERATE
ODL.OL,2026-01-30,95.3,70.25,3.8,0.2789,87.564,8.83,39.38,80.75,78.34,SELL-watch,1,5.0,1.5,HIGH
KOG.OL,2026-01-30,330.7,70.46,3.62,-0.5088,272.738,21.25,37.79,60.34,70.66,SELL-watch,2,5.0,3.0,HIGH
WAWI.OL,2026-01-30,111.4,71.07,4.78,0.395,99.618,11.83,23.05,61.46,83.5,SELL-watch,1,3.0,1.5,MODERATE
WWIB.OL,2026-01-30,609.0,71.52,3.29,0.8216,541.44,12.48,32.96,73.22,76.56,SELL-watch,1,5.0,1.5,HIGH
REACH.OL,2026-01-30,7.4,72.71,0.0,0.0673,6.5572,12.85,23.66,81.81,86.21,SELL-watch,1,3.0,1.5,MODERATE
TEL.OL,2026-01-30,162.4,76.01,1.02,1.8141,146.616,10.77,36.59,71.02,85.79,SELL-watch,1,5.0,1.5,HIGH
DOFG.OL,2026-01-30,112.8,76.26,0.58,0.4064,98.8813,14.08,42.68,81.54,78.88,SELL-watch,1,5.0,1.5,HIGH
MOBA.OL,2026-01-02,16.05,79.43,0.0,0.2647,13.692,17.22,31.66,77.88,91.33,SELL-watch,1,5.0,1.5,HIGH
SUBC.OL,2026-01-30,245.0,80.74,1.1,1.7756,207.224,18.23,51.12,92.23,89.14,SELL-watch,1,5.0,1.5,HIGH
WWI.OL,2026-01-30,686.0,81.41,2.26,1.7296,593.52,15.58,45.63,72.65,89.82,SELL-watch,1,5.0,1.5,HIGH
KID.OL,2026-01-30,124.8,35.38,1.09,-0.0799,131.198,-4.88,39.44,16.1,37.0,NEUTRAL,0,5.0,0.0,HIGH
PYRUM.OL,2026-01-30,297.0,36.42,-2.59,-1.4461,332.5204,-10.68,15.72,62.24,26.48,NEUTRAL,0,1.75,0.0,LOW
EPR.OL,2026-01-30,88.4,36.62,2.31,-0.3427,91.27,-3.14,23.86,42.62,29.5,NEUTRAL,0,3.0,0.0,MODERATE
QEC.OL,2026-01-30,1.996,37.84,1.8,-0.0275,2.2115,-9.74,26.18,28.06,36.35,NEUTRAL,0,3.0,0.0,MODERATE
TIETO.OL,2026-01-30,208.2,38.3,0.64,-1.5426,215.684,-3.47,23.48,71.73,24.34,NEUTRAL,0,3.0,0.0,MODERATE
SKUE.OL,2026-01-30,332.05,38.66,-8.88,-1.7456,334.548,-0.75,14.76,77.1,20.93,NEUTRAL,0,1.75,0.0,LOW
PHO.OL,2026-01-30,68.8,38.93,-0.29,-1.2168,68.476,0.47,31.62,26.98,15.11,NEUTRAL,0,5.0,0.0,HIGH
SWON.OL,2026-01-30,99.21,39.69,-4.87,-0.1695,108.1338,-8.25,20.41,26.56,32.43,NEUTRAL,0,3.0,0.0,MODERATE
ASA.OL,2026-01-30,6.429,40.03,-1.53,-0.0185,7.0319,-8.57,26.31,27.95,38.67,NEUTRAL,0,3.0,0.0,MODERATE
ELK.OL,2026-01-30,28.6,40.34,2.13,-0.262,28.8052,-0.71,21.56,40.2,28.2,NEUTRAL,0,3.0,0.0,MODERATE
GJF.OL,2026-01-30,273.8,40.72,0.92,-0.6733,284.316,-3.7,37.19,36.29,43.03,NEUTRAL,0,5.0,0.0,HIGH
WSTEP.OL,2026-01-30,18.0,41.27,-7.84,-0.0346,18.204,-1.12,21.02,38.42,28.72,NEUTRAL,0,3.0,0.0,MODERATE
GOD.OL,2026-01-30,9.34,41.3,5.98,-0.076,9.6576,-3.29,18.03,18.36,38.17,NEUTRAL,0,1.75,0.0,LOW
CLCO.OL,2026-01-13,95.3,41.33,0.0,-0.4046,98.112,-2.87,24.67,21.33,40.05,NEUTRAL,0,3.0,0.0,MODERATE
PLT.OL,2026-01-30,6.49,41.78,-1.02,-0.0247,7.034,-7.73,9.12,53.84,33.4,NEUTRAL,0,1.75,0.0,LOW
SOAG.OL,2026-01-30,436.0,41.96,2.7,-0.9276,447.1249,-2.49,21.47,81.2,41.15,NEUTRAL,0,3.0,0.0,MODERATE
AKVA.OL,2026-01-30,84.4,42.38,-0.92,0.1957,87.56,-3.61,21.28,55.95,40.26,NEUTRAL,0,3.0,0.0,MODERATE
ROGS.OL,2026-01-30,138.26,42.56,-8.06,-0.2397,139.8636,-1.15,14.83,41.6,34.42,NEUTRAL,0,1.75,0.0,LOW
MING.OL,2026-01-30,193.92,42.8,2.82,-0.7318,195.4846,-0.8,24.38,58.33,35.33,NEUTRAL,0,3.0,0.0,MODERATE
ATEA.OL,2026-01-30,154.6,43.27,2.35,-0.8088,154.963,-0.23,17.62,42.57,31.38,NEUTRAL,0,1.75,0.0,LOW
AMSC.OL,2026-01-29,1.476,43.53,0.0,0.0,1.476,0.0,21.44,,41.3,NEUTRAL,0,3.0,0.0,MODERATE
HYPRO.OL,2026-01-30,1.96,43.73,0.41,0.0154,2.235,-12.3,18.46,42.09,45.01,NEUTRAL,0,1.75,0.0,LOW
HELG.OL,2026-01-30,170.0,43.92,3.1,-0.4672,175.768,-3.28,21.52,60.78,48.98,NEUTRAL,0,3.0,0.0,MODERATE
NOD.OL,2026-01-30,130.0,44.04,4.84,-0.717,132.904,-2.19,13.85,47.72,41.2,NEUTRAL,0,1.75,0.0,LOW
TOM.OL,2026-01-30,128.0,44.12,-3.91,-0.2692,130.602,-1.99,17.06,43.78,39.78,NEUTRAL,0,1.75,0.0,LOW
MULTI.OL,2026-01-30,169.0,44.65,-5.29,-0.4248,169.15,-0.09,21.19,39.68,37.69,NEUTRAL,0,3.0,0.0,MODERATE
