# oslo-screener report=report_2026-03-10T0707Z.csv data_fetch_started=2026-03-10T07:07:12Z data_fetch_completed=2026-03-10T07:07:30Z generated_at=2026-03-10T07:07:30Z
# columns=ticker,date,close,rsi14,rsi_dir,macd_hist,sma50,pct_above_sma50,adx14,mfi14,rsi6,signal,primary_count,stop_loss_pct,position_pct,risk
ticker,date,close,rsi14,rsi_dir,macd_hist,sma50,pct_above_sma50,adx14,mfi14,rsi6,signal,primary_count,stop_loss_pct,position_pct,risk
PYRUM.OL,2026-03-09,283.0,34.08,3.99,-0.7704,308.28,-8.2,11.36,69.43,29.83,BUY,2,1.75,3.0,LOW
GENT.OL,2026-03-09,37.7,28.0,-2.38,0.1043,51.284,-26.49,22.41,59.6,25.0,BUY-watch,2,3.0,3.0,MODERATE
ACR.OL,2026-03-09,6.88,28.61,-3.29,-0.0708,7.866,-12.53,41.88,30.65,20.89,BUY-watch,1,5.0,1.5,HIGH
KOA.OL,2026-03-09,1.958,30.62,-6.16,-0.0201,2.1507,-8.96,17.12,34.04,16.68,BUY-watch,1,1.75,1.5,LOW
NAS.OL,2026-03-09,14.625,32.56,-1.81,-0.276,16.5132,-11.43,18.71,17.48,23.4,BUY-watch,1,1.75,1.5,LOW
HSPG.OL,2026-03-09,142.44,33.24,-27.54,-0.4684,152.3936,-6.53,24.13,19.88,20.8,BUY-watch,1,3.0,1.5,MODERATE
BRG.OL,2026-03-09,170.0,33.76,-4.7,0.1551,185.832,-8.52,27.96,27.53,27.43,BUY-watch,2,3.0,3.0,MODERATE
TOM.OL,2026-03-09,112.5,34.81,-5.1,-0.1747,126.526,-11.09,33.66,52.89,28.78,BUY-watch,1,5.0,1.5,HIGH
KOG.OL,2026-03-09,401.55,65.3,4.01,-1.9214,340.419,17.96,40.55,60.61,65.57,SELL-watch,2,5.0,3.0,HIGH
DOFG.OL,2026-03-09,124.7,65.43,3.19,-0.3445,109.9549,13.41,42.29,75.23,57.36,SELL-watch,2,5.0,3.0,HIGH
IOX.OL,2026-03-09,5.71,66.74,7.26,0.3848,1.3655,318.16,52.34,93.14,67.03,SELL-watch,1,5.0,1.5,HIGH
HUNT.OL,2026-03-09,5.07,67.63,2.55,0.0816,2.7444,84.74,51.93,58.91,63.78,SELL-watch,1,5.0,1.5,HIGH
POL.OL,2026-03-09,59.5,68.99,0.0,0.4617,54.76,8.66,26.38,96.35,81.59,SELL-watch,1,3.0,1.5,MODERATE
QEC.OL,2026-03-09,2.155,69.3,3.03,0.0546,2.0032,7.58,28.58,82.3,88.26,SELL-watch,1,3.0,1.5,MODERATE
RING.OL,2026-03-09,473.0,73.57,6.1,-0.3514,432.01,9.49,20.59,25.07,77.15,SELL-watch,2,3.0,3.0,MODERATE
YAR.OL,2026-03-09,498.7,74.25,3.56,1.4343,443.618,12.42,33.25,78.01,80.11,SELL-watch,1,5.0,1.5,HIGH
