# oslo-screener report=report_2026-04-23T0809Z.csv data_fetch_started=2026-04-23T08:08:41Z data_fetch_completed=2026-04-23T08:09:00Z generated_at=2026-04-23T08:09:00Z
# columns=ticker,date,close,rsi14,rsi_dir,macd_hist,sma50,pct_above_sma50,adx14,mfi14,rsi6,signal,primary_count,stop_loss_pct,position_pct,risk
ticker,date,close,rsi14,rsi_dir,macd_hist,sma50,pct_above_sma50,adx14,mfi14,rsi6,signal,primary_count,stop_loss_pct,position_pct,risk
LSG.OL,2026-04-23,46.32,33.65,0.77,-0.337,49.1266,-5.71,16.98,30.4,18.04,BUY,2,1.75,3.0,LOW
AKSO.OL,2026-04-23,40.24,66.81,-0.9,0.0221,35.091,14.67,40.74,54.96,67.86,SELL,2,5.0,3.0,HIGH
PCIB.OL,2026-04-23,0.0552,24.66,-9.28,-0.0078,0.1816,-69.61,23.67,43.67,8.11,BUY-watch,1,3.0,1.5,MODERATE
KOG.OL,2026-04-23,334.1,28.71,-13.27,-7.0215,387.6373,-13.81,25.05,34.78,13.45,BUY-watch,1,3.0,1.5,MODERATE
AUSS.OL,2026-04-23,94.9,32.77,-0.23,-1.0238,99.592,-4.71,24.34,18.51,14.46,BUY-watch,1,3.0,1.5,MODERATE
MOWI.OL,2026-04-23,203.0,33.74,0.0,-1.2525,219.3893,-7.47,24.27,21.93,19.98,BUY-watch,1,3.0,1.5,MODERATE
ININ.OL,2026-04-22,3.32,65.56,2.97,0.0508,2.9618,12.09,16.9,59.7,76.99,SELL-watch,1,1.75,1.5,LOW
AFK.OL,2026-04-23,194.5,68.48,2.1,2.782,169.81,14.54,34.46,96.46,70.23,SELL-watch,1,5.0,1.5,HIGH
HEX.OL,2026-04-23,11.1,72.18,0.69,0.0568,9.161,21.17,38.77,54.68,84.4,SELL-watch,1,5.0,1.5,HIGH
NOD.OL,2026-04-23,185.1,72.69,1.0,2.1488,153.214,20.81,23.97,93.03,79.01,SELL-watch,1,3.0,1.5,MODERATE
SOAG.OL,2026-04-23,476.35,72.76,0.54,2.9838,434.7426,9.57,28.34,45.87,86.08,SELL-watch,1,3.0,1.5,MODERATE
ZAL.OL,2026-04-23,98.6,72.81,0.0,-0.6192,88.4,11.54,48.98,75.31,69.68,SELL-watch,2,5.0,3.0,HIGH
SOGN.OL,2026-04-23,358.3,74.82,0.12,1.2353,305.501,17.28,47.92,90.48,77.68,SELL-watch,1,5.0,1.5,HIGH
EPR.OL,2026-04-23,101.6,74.93,13.6,0.6601,90.496,12.27,21.79,62.81,86.02,SELL-watch,1,3.0,1.5,MODERATE
ABG.OL,2026-04-23,7.24,36.74,-1.28,-0.0326,7.4972,-3.43,16.55,54.32,24.93,NEUTRAL,0,1.75,0.0,LOW
VEI.OL,2026-04-23,185.2,37.61,-4.67,-0.8062,190.964,-3.02,18.03,53.27,19.88,NEUTRAL,0,1.75,0.0,LOW
WWI.OL,2026-04-23,697.0,37.91,4.57,-5.4176,734.88,-5.15,18.27,45.53,30.76,NEUTRAL,0,1.75,0.0,LOW
TEL.OL,2026-04-23,161.9,38.12,-1.76,-0.4971,169.956,-4.74,21.99,40.43,34.78,NEUTRAL,0,3.0,0.0,MODERATE
NAS.OL,2026-04-23,13.505,39.77,-0.2,-0.0393,15.2614,-11.51,25.92,46.77,33.78,NEUTRAL,0,3.0,0.0,MODERATE
GSF.OL,2026-04-23,34.4,39.82,3.72,-0.2876,36.2978,-5.23,19.51,33.9,34.86,NEUTRAL,0,1.75,0.0,LOW
WAWI.OL,2026-04-23,116.3,40.21,4.79,-1.1651,123.8985,-6.13,18.1,24.74,32.9,NEUTRAL,0,1.75,0.0,LOW
AFG.OL,2026-04-23,172.0,40.55,-2.46,0.0682,179.864,-4.37,23.84,52.51,29.94,NEUTRAL,0,3.0,0.0,MODERATE
2020.OL,2026-04-23,129.8,40.99,0.0,-0.391,133.1867,-2.54,18.26,15.68,33.44,NEUTRAL,0,1.75,0.0,LOW
INIFY.OL,2026-04-22,3.54,41.21,-0.32,-0.0613,4.036,-12.29,22.22,34.25,39.32,NEUTRAL,0,3.0,0.0,MODERATE
SALM.OL,2026-04-23,540.5,42.13,0.75,-1.4959,566.37,-4.57,12.41,37.57,35.31,NEUTRAL,0,1.75,0.0,LOW
GYL.OL,2026-04-23,430.0,42.24,-9.4,0.2212,448.4,-4.1,17.67,71.61,36.35,NEUTRAL,0,1.75,0.0,LOW
BAKKA.OL,2026-04-23,444.8,43.21,-0.62,-2.1018,454.644,-2.17,13.16,51.38,32.14,NEUTRAL,0,1.75,0.0,LOW
WWIB.OL,2026-04-23,632.0,43.43,3.06,-3.7475,646.14,-2.19,16.67,32.46,35.66,NEUTRAL,0,1.75,0.0,LOW
SDSD.OL,2026-04-22,1.85,43.86,-5.31,-0.0012,1.8743,-1.3,9.77,12.54,37.12,NEUTRAL,0,1.75,0.0,LOW
DNB.OL,2026-04-23,279.1,44.07,-14.12,-0.686,281.0958,-0.71,19.35,64.33,28.93,NEUTRAL,0,1.75,0.0,LOW
ORK.OL,2026-04-23,119.6,45.34,1.47,-0.1509,122.648,-2.49,17.7,27.49,37.12,NEUTRAL,0,1.75,0.0,LOW
PRS.OL,2026-04-23,3.31,45.48,-2.02,-0.0187,3.3867,-2.26,16.55,27.23,36.5,NEUTRAL,0,1.75,0.0,LOW
KOA.OL,2026-04-23,1.972,45.5,0.32,0.0037,2.0417,-3.41,22.51,74.24,40.28,NEUTRAL,0,3.0,0.0,MODERATE
ODL.OL,2026-04-23,99.1,45.72,0.53,-0.6426,100.9036,-1.79,16.47,46.72,39.29,NEUTRAL,0,1.75,0.0,LOW
ODF.OL,2026-04-23,116.6,45.97,8.03,-0.3498,120.8246,-3.5,12.33,26.42,47.19,NEUTRAL,0,1.75,0.0,LOW
BOR.OL,2026-04-23,16.55,46.01,-3.98,0.0215,16.9757,-2.51,18.88,51.61,38.98,NEUTRAL,0,1.75,0.0,LOW
EMGS.OL,2026-04-23,0.254,46.17,1.1,-0.0025,0.2956,-14.06,39.96,31.96,48.48,NEUTRAL,0,5.0,0.0,HIGH
ODFB.OL,2026-04-23,114.0,46.2,4.39,-0.2156,116.2585,-1.94,13.74,44.79,43.97,NEUTRAL,0,1.75,0.0,LOW
IOX.OL,2026-04-23,3.9,46.41,1.04,-0.2322,3.7672,3.52,20.61,46.9,41.12,NEUTRAL,0,3.0,0.0,MODERATE
HYPRO.OL,2026-04-23,1.495,46.54,3.18,-0.0091,1.5545,-3.83,15.62,28.85,48.84,NEUTRAL,0,1.75,0.0,LOW
KIT.OL,2026-04-23,97.2,47.04,0.09,-0.3674,99.568,-2.38,14.51,55.25,38.87,NEUTRAL,0,1.75,0.0,LOW
SCATC.OL,2026-04-23,121.5,47.21,6.74,-1.6173,121.058,0.37,21.45,10.82,45.36,NEUTRAL,0,3.0,0.0,MODERATE
FRO.OL,2026-04-23,323.6,47.27,3.29,-2.25,325.6896,-0.64,16.17,54.76,41.06,NEUTRAL,0,1.75,0.0,LOW
TIETO.OL,2026-04-23,203.6,47.75,-1.49,0.1216,206.768,-1.53,8.77,76.5,45.02,NEUTRAL,0,1.75,0.0,LOW
PARB.OL,2026-04-23,76.9,47.88,-1.73,-0.1625,76.7899,0.14,16.58,65.08,42.09,NEUTRAL,0,1.75,0.0,LOW
SKUE.OL,2026-04-23,333.05,47.89,-10.26,-0.0693,331.7597,0.39,25.84,85.62,34.03,NEUTRAL,0,3.0,0.0,MODERATE
HSHP.OL,2026-04-23,126.6,48.38,4.34,-0.5492,127.3052,-0.55,14.74,67.86,42.69,NEUTRAL,0,1.75,0.0,LOW
HUNT.OL,2026-04-23,5.38,48.39,0.68,-0.2001,4.7043,14.36,31.56,51.38,35.73,NEUTRAL,0,5.0,0.0,HIGH
STB.OL,2026-04-23,170.3,48.45,-3.02,-0.1292,170.4281,-0.08,16.87,58.28,35.33,NEUTRAL,0,1.75,0.0,LOW
HAUTO.OL,2026-04-23,132.2,48.78,4.27,-1.3553,128.8723,2.58,20.32,36.78,41.9,NEUTRAL,0,3.0,0.0,MODERATE
