# oslo-screener report=report_2026-01-08T0650Z.csv data_fetch_started=2026-01-08T06:50:35Z data_fetch_completed=2026-01-08T06:50:58Z generated_at=2026-01-08T06:50:58Z
# columns=ticker,date,close,rsi14,rsi_dir,macd_hist,sma50,pct_above_sma50,adx14,mfi14,rsi6,signal,primary_count,stop_loss_pct,position_pct,risk,note
ticker,date,close,rsi14,rsi_dir,macd_hist,sma50,pct_above_sma50,adx14,mfi14,rsi6,signal,primary_count,stop_loss_pct,position_pct,risk,note
RING.OL,2026-01-07,412.0,65.27,-7.23,1.2098,391.184,5.32,24.85,62.21,60.46,SELL,2.0,3.0,3.0,MODERATE,
SKUE.OL,2026-01-07,346.1,66.36,-7.72,1.2868,324.964,6.5,18.91,77.1,62.74,SELL,2.0,1.75,3.0,LOW,
AUSS.OL,2026-01-07,96.9,68.11,-3.86,0.6754,91.334,6.09,36.62,82.82,64.41,SELL,2.0,5.0,3.0,HIGH,
NHY.OL,2026-01-07,81.58,70.5,-10.94,0.4467,73.252,11.37,38.78,78.08,68.71,SELL,2.0,5.0,3.0,HIGH,
SPIR.OL,2026-01-07,8.44,71.48,-1.99,-0.0603,7.4856,12.75,45.75,51.91,60.68,SELL,3.0,5.0,5.0,HIGH,
ELK.OL,2026-01-07,30.9,72.96,-1.66,0.1497,27.63,11.83,33.24,87.2,76.57,SELL,2.0,5.0,3.0,HIGH,
B2I.OL,2026-01-07,19.6,77.13,-9.07,0.3044,17.1556,14.25,32.43,81.05,80.16,SELL,2.0,5.0,3.0,HIGH,
EMGS.OL,2026-01-07,0.188,23.36,-0.68,0.008,0.4303,-56.3,29.63,17.93,18.45,BUY-watch,2.0,3.0,3.0,MODERATE,
HSPG.OL,2026-01-07,153.02,31.09,0.0,-1.6167,158.764,-3.62,19.95,82.75,11.38,BUY-watch,1.0,1.75,1.5,LOW,
AKVA.OL,2026-01-07,84.8,34.85,-0.48,-0.4964,90.0116,-5.79,16.61,22.55,19.33,BUY-watch,1.0,1.75,1.5,LOW,
ROGS.OL,2026-01-07,144.62,65.19,5.91,0.3797,139.1128,3.96,17.94,91.07,72.62,SELL-watch,1.0,1.75,1.5,LOW,
WAWI.OL,2026-01-07,103.7,65.45,7.87,-0.5148,91.477,13.36,37.76,33.58,70.14,SELL-watch,2.0,5.0,3.0,HIGH,
