# oslo-screener report=report_2026-02-06T0711Z.csv data_fetch_started=2026-02-06T07:11:15Z data_fetch_completed=2026-02-06T07:11:41Z generated_at=2026-02-06T07:11:41Z
# columns=ticker,date,close,rsi14,rsi_dir,macd_hist,sma50,pct_above_sma50,adx14,mfi14,rsi6,signal,primary_count,stop_loss_pct,position_pct,risk
ticker,date,close,rsi14,rsi_dir,macd_hist,sma50,pct_above_sma50,adx14,mfi14,rsi6,signal,primary_count,stop_loss_pct,position_pct,risk
ATEA.OL,2026-02-05,146.4,31.55,1.68,-1.6193,155.308,-5.74,22.87,10.44,20.04,BUY,2,3.0,3.0,MODERATE
KID.OL,2026-02-05,122.6,33.19,6.67,-0.1282,130.464,-6.03,42.49,29.28,33.79,BUY,2,5.0,3.0,HIGH
AKER.OL,2026-02-05,889.0,69.69,-8.12,3.4528,794.56,11.89,41.06,65.07,62.37,SELL,2,5.0,3.0,HIGH
SUBC.OL,2026-02-05,241.8,69.75,-6.31,0.4524,211.772,14.18,52.61,68.15,59.52,SELL,2,5.0,3.0,HIGH
HSPG.OL,2026-02-05,147.02,17.07,0.0,0.001,156.3856,-5.99,35.45,5.61,1.11,BUY-watch,2,5.0,3.0,HIGH
BRG.OL,2026-02-05,171.4,24.4,-7.48,-2.3031,193.104,-11.24,20.92,16.03,14.64,BUY-watch,1,3.0,1.5,MODERATE
QEC.OL,2026-02-05,1.816,28.48,-0.71,-0.0281,2.1847,-16.88,29.94,26.23,17.43,BUY-watch,1,3.0,1.5,MODERATE
PARB.OL,2026-02-05,79.8,28.98,-0.44,-0.8406,86.448,-7.69,25.51,14.86,18.7,BUY-watch,1,3.0,1.5,MODERATE
SWON.OL,2026-02-05,88.23,29.47,-3.69,-1.5973,107.1846,-17.68,28.1,12.57,18.05,BUY-watch,1,3.0,1.5,MODERATE
MEDI.OL,2026-02-05,217.0,31.78,-3.48,-2.0922,246.6,-12.0,23.68,15.49,20.34,BUY-watch,1,3.0,1.5,MODERATE
PHO.OL,2026-02-05,66.0,32.45,-5.3,-1.1584,69.152,-4.56,33.68,15.34,14.37,BUY-watch,1,5.0,1.5,HIGH
TIETO.OL,2026-02-05,200.6,34.92,-0.45,-2.2157,215.66,-6.98,21.51,60.51,25.41,BUY-watch,1,3.0,1.5,MODERATE
WWIB.OL,2026-02-05,609.0,65.57,1.1,0.1301,551.37,10.45,33.29,51.99,61.15,SELL-watch,1,5.0,1.5,HIGH
NOD.OL,2026-02-05,149.6,66.79,18.22,0.8418,133.014,12.47,16.21,66.47,78.89,SELL-watch,1,1.75,1.5,LOW
TEL.OL,2026-02-05,161.9,67.02,2.55,0.8655,147.99,9.4,37.86,77.32,66.87,SELL-watch,1,5.0,1.5,HIGH
