ticker,date,close,rsi14,rsi_dir,macd_hist,sma50,pct_above_sma50,adx14,mfi14,rsi6,signal,primary_count,stop_loss_pct,position_pct,risk
SBO.OL,2025-11-04,32.75,34.6,1.71,0.0006,34.942,-6.27,28.12,15.85,32.27,BUY,3,3.0,5.0,MODERATE
ININ.OL,2025-11-04,2.78,65.32,-7.83,0.0357,2.257,23.17,37.61,81.11,64.11,SELL,2,5.0,3.0,HIGH
TIETO.OL,2025-11-04,213.0,67.97,-9.03,1.9055,188.848,12.79,37.04,91.53,63.67,SELL,2,5.0,3.0,HIGH
AURG.OL,2025-11-04,253.5,68.03,-5.43,1.5371,240.747,5.3,23.17,79.31,74.63,SELL,2,3.0,3.0,MODERATE
KIT.OL,2025-11-04,74.05,70.19,-4.6,1.0686,62.123,19.2,40.57,80.53,66.01,SELL,2,5.0,3.0,HIGH
NAPA.OL,2025-11-04,33.7,71.69,-3.48,0.3267,26.933,25.13,39.36,69.79,78.94,SELL,2,5.0,3.0,HIGH
EPR.OL,2025-11-04,84.2,21.87,-1.38,-1.8666,98.65,-14.65,25.66,29.52,11.17,BUY-watch,1,3.0,1.5,MODERATE
TEL.OL,2025-11-04,148.6,24.05,-1.78,-1.8224,161.4359,-7.95,29.69,25.1,10.25,BUY-watch,1,3.0,1.5,MODERATE
WSTEP.OL,2025-11-04,19.6,25.67,0.0,0.0022,21.538,-9.0,23.5,28.85,23.51,BUY-watch,2,3.0,3.0,MODERATE
PARB.OL,2025-11-04,82.3,27.18,-3.58,-0.9512,89.946,-8.5,21.73,45.18,15.02,BUY-watch,1,3.0,1.5,MODERATE
MULTI.OL,2025-11-04,162.0,27.21,-11.94,-0.2551,175.08,-7.47,24.66,59.28,17.42,BUY-watch,1,3.0,1.5,MODERATE
HSPG.OL,2025-11-04,150.0,28.45,-31.38,-0.2306,167.7888,-10.6,72.3,9.83,24.16,BUY-watch,1,5.0,1.5,HIGH
HAUTO.OL,2025-11-04,86.6,28.55,-5.67,-0.1929,103.486,-16.32,36.26,37.13,21.64,BUY-watch,1,5.0,1.5,HIGH
HEX.OL,2025-11-04,8.94,29.21,-1.58,0.109,12.2884,-27.25,50.35,31.52,29.22,BUY-watch,2,5.0,3.0,HIGH
LSG.OL,2025-11-04,46.46,29.31,-0.69,-0.5419,49.7372,-6.59,26.25,39.12,11.86,BUY-watch,1,3.0,1.5,MODERATE
ENTRA.OL,2025-11-04,111.2,29.49,-1.97,-0.395,118.287,-5.99,19.1,34.33,19.26,BUY-watch,1,1.75,1.5,LOW
AUSS.OL,2025-11-04,91.1,30.58,-1.65,-0.8087,95.504,-4.61,26.68,29.52,12.21,BUY-watch,1,3.0,1.5,MODERATE
TOM.OL,2025-11-04,120.9,31.18,-0.36,-0.2522,142.982,-15.44,36.96,32.62,26.12,BUY-watch,1,5.0,1.5,HIGH
KOG.OL,2025-11-04,256.2,31.22,-0.99,-4.5239,300.7863,-14.82,32.0,43.14,28.65,BUY-watch,1,5.0,1.5,HIGH
NOD.OL,2025-11-04,142.9,31.27,-2.81,-2.6933,158.61,-9.9,18.89,37.26,15.37,BUY-watch,1,1.75,1.5,LOW
WAWI.OL,2025-11-04,76.55,34.86,-4.34,0.3949,86.751,-11.76,36.17,53.92,34.45,BUY-watch,2,5.0,3.0,HIGH
AKER.OL,2025-11-04,804.0,67.1,3.62,3.9042,748.82,7.37,26.47,80.42,80.35,SELL-watch,1,3.0,1.5,MODERATE
CLCO.OL,2025-11-04,98.2,73.76,1.9,-0.4191,88.552,10.9,14.68,59.57,82.17,SELL-watch,2,1.75,3.0,LOW
VEI.OL,2025-11-04,154.4,36.73,-10.21,-0.1099,158.4,-2.53,14.15,49.06,24.58,NEUTRAL,0,1.75,0.0,LOW
REACH.OL,2025-11-04,6.66,36.81,-1.1,-0.0448,7.0388,-5.38,28.28,14.43,22.14,NEUTRAL,0,3.0,0.0,MODERATE
SOFF.OL,2025-11-04,43.7,37.33,-3.72,0.1274,51.438,-15.04,41.04,39.53,42.81,NEUTRAL,0,5.0,0.0,HIGH
SATS.OL,2025-11-04,36.25,37.55,-3.66,-0.4669,38.391,-5.58,25.6,33.85,27.95,NEUTRAL,0,3.0,0.0,MODERATE
EMGS.OL,2025-11-04,1.085,37.58,-1.45,0.0105,1.2754,-14.93,25.34,60.6,36.43,NEUTRAL,0,3.0,0.0,MODERATE
HSHP.OL,2025-11-04,75.8,37.62,-1.95,-0.5214,81.5175,-7.01,20.91,29.3,26.44,NEUTRAL,0,3.0,0.0,MODERATE
KID.OL,2025-11-04,136.4,37.62,-2.92,-0.0741,145.112,-6.0,30.22,67.42,32.45,NEUTRAL,0,5.0,0.0,HIGH
MORG.OL,2025-11-04,100.36,37.84,-0.58,-0.4194,105.4864,-4.86,16.0,9.7,29.88,NEUTRAL,0,1.75,0.0,LOW
SPIR.OL,2025-11-04,6.54,37.93,-3.43,0.0071,7.3041,-10.46,38.62,16.52,39.48,NEUTRAL,0,5.0,0.0,HIGH
SUBC.OL,2025-11-04,184.5,38.81,4.2,-0.242,194.3466,-5.07,21.37,35.82,42.1,NEUTRAL,0,3.0,0.0,MODERATE
JIN.OL,2025-11-04,5.68,38.92,-8.63,0.0061,6.1164,-7.13,11.44,13.12,32.48,NEUTRAL,0,1.75,0.0,LOW
SPOL.OL,2025-11-04,177.5,39.25,-4.29,-0.5875,185.4508,-4.29,18.05,28.96,36.5,NEUTRAL,0,1.75,0.0,LOW
GSF.OL,2025-11-04,67.35,39.87,0.85,-0.4825,69.263,-2.76,13.75,35.24,25.31,NEUTRAL,0,1.75,0.0,LOW
IOX.OL,2025-11-04,1.2,40.03,4.78,-0.0042,1.3518,-11.23,26.2,86.79,36.84,NEUTRAL,0,3.0,0.0,MODERATE
NRC.OL,2025-11-04,7.6,40.05,-0.0,-0.0618,8.2692,-8.09,27.14,33.86,35.63,NEUTRAL,0,3.0,0.0,MODERATE
GYL.OL,2025-11-04,412.0,40.16,0.0,-2.3129,431.12,-4.43,10.59,55.41,36.33,NEUTRAL,0,1.75,0.0,LOW
ACR.OL,2025-11-04,7.12,41.84,-2.02,0.0136,7.7056,-7.6,21.17,63.62,41.94,NEUTRAL,0,3.0,0.0,MODERATE
PCIB.OL,2025-11-04,0.299,41.92,1.88,0.0038,0.3524,-15.14,12.9,46.9,46.62,NEUTRAL,0,1.75,0.0,LOW
ROGS.OL,2025-11-04,137.0,42.04,-3.27,-0.2655,140.934,-2.79,23.53,79.97,38.37,NEUTRAL,0,3.0,0.0,MODERATE
ORK.OL,2025-11-04,103.7,42.1,-0.46,-0.0767,106.864,-2.96,23.64,54.16,39.66,NEUTRAL,0,3.0,0.0,MODERATE
OLT.OL,2025-11-04,265.0,42.24,0.0,-0.0481,272.56,-2.77,32.0,59.01,44.08,NEUTRAL,0,5.0,0.0,HIGH
SKUE.OL,2025-11-04,314.7,42.42,0.23,-0.3369,319.189,-1.41,15.62,13.33,38.68,NEUTRAL,0,1.75,0.0,LOW
ELK.OL,2025-11-04,26.0,42.61,-5.67,-0.1702,26.2784,-1.06,17.58,18.83,30.88,NEUTRAL,0,1.75,0.0,LOW
QEC.OL,2025-11-04,2.265,42.77,-0.37,-0.0048,2.3599,-4.02,14.23,38.14,43.42,NEUTRAL,0,1.75,0.0,LOW
HYPRO.OL,2025-11-04,3.025,42.8,0.48,-0.0439,3.3036,-8.43,17.13,23.18,38.12,NEUTRAL,0,1.75,0.0,LOW
SPOG.OL,2025-11-04,71.31,42.8,-9.75,-0.0347,73.037,-2.36,18.59,66.32,39.03,NEUTRAL,0,1.75,0.0,LOW
WWI.OL,2025-11-04,498.5,43.33,-8.96,-0.1478,509.66,-2.19,19.56,66.16,33.58,NEUTRAL,0,1.75,0.0,LOW
GJF.OL,2025-11-04,274.6,43.35,2.98,-0.7163,280.888,-2.24,26.21,43.75,45.19,NEUTRAL,0,3.0,0.0,MODERATE
MOBA.OL,2025-11-04,13.4,43.4,3.19,-0.0589,13.893,-3.55,15.49,39.43,39.62,NEUTRAL,0,1.75,0.0,LOW
NORCO.OL,2025-11-04,46.5,43.52,-6.34,-0.1208,47.467,-2.04,17.25,64.86,36.73,NEUTRAL,0,1.75,0.0,LOW
AMSC.OL,2025-11-04,1.476,43.67,0.0,0.0005,1.4794,-0.23,17.81,14.69,41.3,NEUTRAL,0,1.75,0.0,LOW
VOW.OL,2025-11-04,1.662,43.91,5.59,-0.0005,1.9358,-14.14,24.84,23.72,53.85,NEUTRAL,0,3.0,0.0,MODERATE
POL.OL,2025-11-04,50.0,43.94,0.0,0.3074,54.79,-8.74,58.98,63.3,48.41,NEUTRAL,0,5.0,0.0,HIGH
BMA.OL,2025-11-04,14.3,44.22,-0.83,0.0861,15.826,-9.64,25.42,37.09,47.69,NEUTRAL,0,3.0,0.0,MODERATE
HELG.OL,2025-11-04,167.0,44.22,-1.36,-0.7581,175.3088,-4.74,13.96,36.15,39.82,NEUTRAL,0,1.75,0.0,LOW
SOGN.OL,2025-11-04,253.95,44.56,-18.72,0.7846,257.944,-1.55,20.87,71.66,37.06,NEUTRAL,0,3.0,0.0,MODERATE
NHY.OL,2025-11-04,67.38,44.67,-4.52,-0.3258,67.7084,-0.49,18.14,54.9,36.34,NEUTRAL,0,1.75,0.0,LOW
DNB.OL,2025-11-04,262.0,44.88,-0.27,-0.5936,266.858,-1.82,20.85,31.74,47.72,NEUTRAL,0,3.0,0.0,MODERATE
