ticker,date,close,rsi14,rsi_dir,macd_hist,sma50,pct_above_sma50,adx14,mfi14,rsi6,signal,primary_count,stop_loss_pct,position_pct,risk
KOG.OL,2025-08-13,295.55,32.94,-2.34,0.6027,343.194,-13.88,34.53,41.91,33.32,BUY-watch,2,5.0,3.0,HIGH
NOD.OL,2025-08-13,159.1,70.22,17.54,1.0529,138.148,15.17,17.89,71.54,81.42,SELL-watch,1,1.75,1.5,LOW
NHY.OL,2025-08-13,65.82,70.78,3.01,0.1116,59.6332,10.37,33.94,78.13,78.16,SELL-watch,1,5.0,1.5,HIGH
AKSO.OL,2025-08-13,30.54,41.44,-1.84,0.1453,33.3844,-8.52,30.1,45.83,46.88,NEUTRAL,0,5.0,0.0,HIGH
HAFNI.OL,2025-08-13,55.14,47.24,-0.14,-0.3648,54.4102,1.34,21.17,55.03,34.61,NEUTRAL,0,3.0,0.0,MODERATE
PRS.OL,2025-08-13,4.75,47.39,3.86,0.2262,6.3504,-25.2,26.54,78.87,75.98,NEUTRAL,0,3.0,0.0,MODERATE
FRO.OL,2025-08-13,191.45,48.97,-1.54,-0.6611,187.2604,2.24,13.99,55.79,36.9,NEUTRAL,0,1.75,0.0,LOW
DNB.OL,2025-08-13,267.6,54.66,3.9,1.219,269.916,-0.86,24.47,76.27,68.68,NEUTRAL,0,3.0,0.0,MODERATE
DOFG.OL,2025-08-13,95.0,56.97,-0.2,-0.0477,91.403,3.94,25.94,54.49,54.12,NEUTRAL,0,3.0,0.0,MODERATE
2020.OL,2025-08-13,132.0,62.1,3.78,0.0486,124.2211,6.26,13.68,63.71,66.99,NEUTRAL,0,1.75,0.0,LOW
ORK.OL,2025-08-13,111.5,63.14,2.28,0.3709,109.168,2.14,16.76,64.87,75.98,NEUTRAL,0,1.75,0.0,LOW
