# oslo-screener report=report_2026-01-28T0654Z.csv data_fetch_started=2026-01-28T06:53:47Z data_fetch_completed=2026-01-28T06:54:20Z generated_at=2026-01-28T06:54:20Z
# columns=ticker,date,close,rsi14,rsi_dir,macd_hist,sma50,pct_above_sma50,adx14,mfi14,rsi6,signal,primary_count,stop_loss_pct,position_pct,risk
ticker,date,close,rsi14,rsi_dir,macd_hist,sma50,pct_above_sma50,adx14,mfi14,rsi6,signal,primary_count,stop_loss_pct,position_pct,risk
BAKKA.OL,2026-01-27,448.2,32.95,0.82,-4.1958,480.794,-6.78,34.06,32.59,27.42,BUY,2,5.0,3.0,HIGH
YAR.OL,2026-01-27,436.6,65.46,-6.49,2.0976,396.034,10.24,28.43,69.23,66.64,SELL,2,3.0,3.0,MODERATE
NAPA.OL,2026-01-27,34.6,65.65,-1.74,0.5429,29.861,15.87,16.96,93.11,72.41,SELL,2,1.75,3.0,LOW
ODL.OL,2026-01-27,93.4,67.24,-1.06,0.2374,86.532,7.94,36.54,76.28,75.26,SELL,2,5.0,3.0,HIGH
NHY.OL,2026-01-27,86.22,67.42,-2.22,0.0761,77.3868,11.41,33.01,46.67,66.77,SELL,2,5.0,3.0,HIGH
TEL.OL,2026-01-27,156.5,69.29,-1.48,1.5869,145.688,7.42,28.08,60.63,76.82,SELL,2,3.0,3.0,MODERATE
SCATC.OL,2026-01-27,120.2,74.48,-4.33,0.6878,105.765,13.65,46.73,64.71,75.41,SELL,2,5.0,3.0,HIGH
HSPG.OL,2026-01-27,147.02,17.07,0.0,-0.4472,157.1088,-6.42,27.44,12.75,1.11,BUY-watch,1,3.0,1.5,MODERATE
EMGS.OL,2026-01-27,0.14,27.39,0.0,0.0028,0.2358,-40.64,25.0,37.92,21.08,BUY-watch,2,3.0,3.0,MODERATE
KID.OL,2026-01-27,125.0,33.63,-1.61,-0.2621,131.7014,-5.09,38.32,9.86,29.53,BUY-watch,1,5.0,1.5,HIGH
VOW.OL,2026-01-27,2.94,65.58,2.04,0.021,2.4271,21.13,16.43,74.81,81.71,SELL-watch,1,1.75,1.5,LOW
AKSO.OL,2026-01-27,34.28,66.7,2.14,0.1762,31.3168,9.46,39.3,89.49,72.29,SELL-watch,1,5.0,1.5,HIGH
SOFF.OL,2026-01-27,50.3,67.47,3.55,0.0473,44.483,13.08,36.46,81.08,67.62,SELL-watch,1,5.0,1.5,HIGH
KOG.OL,2026-01-27,323.6,68.47,2.17,0.4828,267.962,20.76,38.67,66.07,63.41,SELL-watch,1,5.0,1.5,HIGH
SPIR.OL,2026-01-27,8.54,69.15,0.0,-0.0276,7.9984,6.77,53.92,92.92,69.31,SELL-watch,2,5.0,3.0,HIGH
KIT.OL,2026-01-27,83.95,70.86,5.61,0.1257,70.153,19.67,58.42,82.68,69.84,SELL-watch,1,5.0,1.5,HIGH
WWIB.OL,2026-01-27,603.0,71.29,6.05,0.0048,533.93,12.94,30.92,70.38,77.3,SELL-watch,1,5.0,1.5,HIGH
B2I.OL,2026-01-27,20.95,72.13,1.13,0.053,18.0196,16.26,58.73,61.35,69.66,SELL-watch,1,5.0,1.5,HIGH
REACH.OL,2026-01-27,7.41,73.22,2.05,0.0582,6.5286,13.5,18.41,73.07,87.54,SELL-watch,1,1.75,1.5,LOW
DOFG.OL,2026-01-27,110.8,73.73,2.5,0.523,97.9285,13.14,39.25,86.6,73.68,SELL-watch,1,5.0,1.5,HIGH
AKER.OL,2026-01-27,871.0,75.96,2.68,7.2566,781.32,11.48,32.3,89.66,85.71,SELL-watch,1,5.0,1.5,HIGH
SUBC.OL,2026-01-27,236.4,76.22,0.83,1.5579,204.056,15.85,45.87,89.92,82.31,SELL-watch,1,5.0,1.5,HIGH
WWI.OL,2026-01-27,674.0,78.67,6.7,1.005,583.46,15.52,43.51,73.34,85.38,SELL-watch,1,5.0,1.5,HIGH
MOBA.OL,2026-01-02,16.05,79.43,0.0,0.2647,13.692,17.22,31.66,77.88,91.33,SELL-watch,1,5.0,1.5,HIGH
AFK.OL,2026-01-27,159.5,79.88,1.6,1.6199,138.05,15.54,39.98,91.95,85.25,SELL-watch,1,5.0,1.5,HIGH
MOWI.OL,2026-01-27,215.0,35.88,3.31,-2.0276,228.9918,-6.11,35.31,34.74,35.56,NEUTRAL,0,5.0,0.0,HIGH
PYRUM.OL,2026-01-27,300.0,36.57,-2.82,-1.986,334.2804,-10.25,16.37,67.26,23.52,NEUTRAL,0,1.75,0.0,LOW
SALM.OL,2026-01-27,546.0,37.84,6.87,-4.2874,585.5,-6.75,37.0,32.13,41.29,NEUTRAL,0,5.0,0.0,HIGH
ASA.OL,2026-01-27,6.4,38.07,-6.85,-0.015,7.0778,-9.58,26.19,41.42,33.78,NEUTRAL,0,3.0,0.0,MODERATE
QEC.OL,2026-01-27,2.02,38.18,4.05,-0.0387,2.2255,-9.23,25.57,29.1,35.94,NEUTRAL,0,3.0,0.0,MODERATE
HELG.OL,2026-01-27,168.16,39.06,-1.75,-1.0343,176.118,-4.52,18.92,64.15,34.1,NEUTRAL,0,1.75,0.0,LOW
GSF.OL,2026-01-27,70.65,41.12,5.27,-0.4482,72.371,-2.38,19.9,37.74,41.28,NEUTRAL,0,1.75,0.0,LOW
MEDI.OL,2026-01-27,236.0,41.18,-5.18,-0.8196,249.68,-5.48,18.29,31.48,34.88,NEUTRAL,0,1.75,0.0,LOW
PLT.OL,2026-01-27,6.48,41.2,-2.18,-0.0154,7.1392,-9.23,10.09,61.59,30.75,NEUTRAL,0,1.75,0.0,LOW
CLCO.OL,2026-01-13,95.3,41.33,0.0,-0.4046,98.112,-2.87,24.67,21.33,40.05,NEUTRAL,0,3.0,0.0,MODERATE
LSG.OL,2026-01-27,46.34,41.48,4.74,-0.3236,47.4594,-2.36,24.88,27.88,43.27,NEUTRAL,0,3.0,0.0,MODERATE
GJF.OL,2026-01-27,275.4,41.9,3.78,-1.5379,284.596,-3.23,36.6,25.64,45.59,NEUTRAL,0,5.0,0.0,HIGH
GOD.OL,2026-01-27,9.5,42.65,-1.95,-0.0734,9.6528,-1.58,17.26,27.57,34.9,NEUTRAL,0,1.75,0.0,LOW
SOAG.OL,2026-01-27,438.0,42.82,0.0,-1.1813,446.638,-1.93,20.53,88.53,41.74,NEUTRAL,0,3.0,0.0,MODERATE
NAS.OL,2026-01-27,16.015,43.12,2.24,-0.0354,16.6477,-3.8,22.01,32.54,45.72,NEUTRAL,0,3.0,0.0,MODERATE
AKVA.OL,2026-01-27,84.6,43.29,-1.55,0.2118,87.844,-3.69,24.23,55.65,44.75,NEUTRAL,0,3.0,0.0,MODERATE
AMSC.OL,2026-01-27,1.476,43.52,0.0,0.0,1.476,0.0,19.62,,41.3,NEUTRAL,0,1.75,0.0,LOW
ELK.OL,2026-01-27,29.02,43.8,-9.8,-0.2137,28.6576,1.26,21.99,26.68,29.89,NEUTRAL,0,3.0,0.0,MODERATE
NOD.OL,2026-01-27,130.8,43.85,-1.26,-0.4428,133.4,-1.95,15.52,33.42,37.25,NEUTRAL,0,1.75,0.0,LOW
BRG.OL,2026-01-27,193.0,44.21,-11.02,-0.488,192.812,0.1,9.03,75.59,31.67,NEUTRAL,0,1.75,0.0,LOW
MING.OL,2026-01-27,195.3,45.07,0.92,-0.6947,194.9878,0.16,20.61,66.83,36.72,NEUTRAL,0,3.0,0.0,MODERATE
EPR.OL,2026-01-27,90.9,45.2,1.79,-0.2003,91.108,-0.23,20.76,49.25,45.08,NEUTRAL,0,3.0,0.0,MODERATE
MELG.OL,2026-01-27,192.0,45.61,0.0,-0.7017,191.6826,0.17,17.44,79.14,38.12,NEUTRAL,0,1.75,0.0,LOW
AUSS.OL,2026-01-27,92.2,45.76,3.39,-0.636,91.304,0.98,23.23,31.37,42.54,NEUTRAL,0,3.0,0.0,MODERATE
